priority,priority_note,is_positive_control,control_name,molecule_chembl_id,molecule_pref_name,max_phase,canonical_smiles,rank_overall,potency_band,pactivity_median,pactivity_max,potency_nm_min,direction,has_efficacy_corroboration,efficacy_fold_max,efficacy_pct_max,evidence_level,n_assays,n_docs,flags,murcko_scaffold,scaffold_cluster_size,is_scaffold_representative
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2314811,,,COC[C@H](C)Oc1cc(/C=C/c2ccccc2[N+](=O)[O-])cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,523,6.5–7.0（0.1–0.32 µM）,6.53,6.53,296.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)c1cccc(C=Cc2ccccc2)c1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL575302,,,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N(C)C)cc3)sc2n1,524,6.5–7.0（0.1–0.32 µM）,6.53,6.53,295.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nc2cccnc2s1)C(CC1CCCC1)c1ccccc1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL473760,,,Cc1csc(NC(=O)c2cc(Oc3ccccc3)ccc2N)n1,525,6.5–7.0（0.1–0.32 µM）,6.525,6.89,130.0,activation,TRUE,8.0,,强,8,2,2 条 potential_duplicate,O=C(Nc1nccs1)c1cccc(Oc2ccccc2)c1,46,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3218726,,,CN(C)C(=O)Cn1cc(-c2cnc(NC(=O)C(CC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)nn1,526,6.5–7.0（0.1–0.32 µM）,6.52,6.52,300.0,activation,TRUE,1.29,,中,2,1,,O=C(Nc1ncc(-c2c[nH]nn2)s1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2346878,,,O=C(Nc1nccs1)[C@H](CC1CCCCC1)N1CCN(S(=O)(=O)c2cccc(Cl)c2)CC1=O,535,6.5–7.0（0.1–0.32 µM）,6.51,6.51,310.0,activation,TRUE,,36.0,中,2,1,,O=C(Nc1nccs1)C(CC1CCCCC1)N1CCN(S(=O)(=O)c2ccccc2)CC1=O,4,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL484018,,,Cc1csc(NC(=O)c2cc(Oc3cccc(S(C)(=O)=O)c3)cc(OC(C)C)c2)n1,538,6.5–7.0（0.1–0.32 µM）,6.505,7.05,90.0,activation_by_potency,FALSE,,,中,4,1,跨 assay 效力分歧（极差 1.09）,O=C(Nc1nccs1)c1cccc(Oc2ccccc2)c1,46,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1164519,,,CC(C)c1nc(NC(=O)C(CC2CCOCC2)c2ccc(S(=O)(=O)C3CC3)cc2)sc1Br,539,6.5–7.0（0.1–0.32 µM）,6.5,6.5,320.0,activation,TRUE,1.67,,中,2,1,,O=C(Nc1nccs1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,15,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2206787,,,COCCC(Oc1ncnc2c1cnn2-c1ccccc1C)C(=O)Nc1ccc(C)cn1,540,6.5–7.0（0.1–0.32 µM）,6.5,6.5,316.23,activation_by_potency,FALSE,,,弱,1,1,,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1,18,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3217794,,,Cc1cnc(NC(=O)[C@H](COC(C)C)Oc2ncnc3c2cnn3-c2ccccc2Cl)cn1,541,6.5–7.0（0.1–0.32 µM）,6.5,6.5,316.23,activation_by_potency,FALSE,,,弱,1,1,,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1cnccn1,3,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3221482,,,COC[C@H](Oc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1ccc(C)cn1,542,6.5–7.0（0.1–0.32 µM）,6.5,6.5,316.23,activation_by_potency,FALSE,,,弱,1,1,,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1,18,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3221495,,,CCOC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(Cl)cn1,543,6.5–7.0（0.1–0.32 µM）,6.5,6.5,316.23,activation_by_potency,FALSE,,,弱,1,1,,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,21,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3221503,,,CC(C)OC[C@H](Oc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1ccc(C#N)cn1,544,6.5–7.0（0.1–0.32 µM）,6.5,6.5,316.23,activation_by_potency,FALSE,,,弱,1,1,,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1,18,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3221516,,,O=C(Nc1ccc(F)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ncccc1Cl,546,6.5–7.0（0.1–0.32 µM）,6.5,6.5,316.23,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)C(CN1CCC1)Oc1ncnc2c1cnn2-c1ccccn1,2,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4205913,,,COCC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nc3c(s2)CN(C(=O)OC(C)(C)C)CC3)c1,548,6.5–7.0（0.1–0.32 µM）,6.5,6.5,320.0,activation,TRUE,2.94,,中,2,1,,O=C(Nc1nc2c(s1)CNCC2)c1cccc(Oc2ccccc2)c1,12,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL573751,,,Cc1csc(Nc2ncnc3ccc(Oc4ccc(F)cc4)cc23)n1,549,6.0–6.5（0.32–1 µM）,6.495,7.0,100.0,activation,TRUE,0.48,,中,4,1,跨 assay 效力分歧（极差 1.01）,c1ccc(Oc2ccc3ncnc(Nc4nccs4)c3c2)cc1,3,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2430861,,,Cc1csc(Nc2ncc(SCCn3ccnc3)cc2OCc2ccccc2)n1,550,6.0–6.5（0.32–1 µM）,6.49,6.49,325.0,activation_by_potency,FALSE,,,中,2,1,,c1ccc(COc2cc(SCCn3ccnc3)cnc2Nc2nccs2)cc1,2,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1164577,,,CC(C)c1csc(NC(=O)[C@H](CC2CCOCC2)c2ccc(S(C)(=O)=O)cc2)n1,552,6.0–6.5（0.32–1 µM）,6.48,6.48,330.0,activation,TRUE,2.1,,中,2,1,,O=C(Nc1nccs1)C(CC1CCOCC1)c1ccccc1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1783752,,,CC(C)S(=O)(=O)c1ccn([C@@H](CC2CCCC2)C(=O)Nc2ccc(C(F)(F)F)cn2)c(=O)c1,553,6.0–6.5（0.32–1 µM）,6.48,6.48,330.0,activation_by_potency,FALSE,,35.0,中,2,1,,O=C(Nc1ccccn1)C(CC1CCCC1)n1ccccc1=O,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3218722,,,CCOC(=O)Cn1cc(-c2cnc(NC(=O)C(CC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)nn1,555,6.0–6.5（0.32–1 µM）,6.48,6.48,330.0,activation,TRUE,1.4,,中,2,1,,O=C(Nc1ncc(-c2c[nH]nn2)s1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4207808,,,COC[C@H](C)Oc1cc(Oc2ccc(C(=O)N3CCC3)c(F)c2)cc(C(=O)Nc2nc3c(s2)CN(C(=O)OC(C)(C)C)CC3)c1,556,6.0–6.5（0.32–1 µM）,6.48,6.48,330.0,activation,TRUE,2.83,,中,2,1,,O=C(Nc1nc2c(s1)CNCC2)c1cccc(Oc2ccc(C(=O)N3CCC3)cc2)c1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3338059,,,CCNC(=O)Nc1ncc(Sc2ccccn2)cc1Oc1cccnc1CC,558,6.0–6.5（0.32–1 µM）,6.475,6.69,203.0,activation_by_potency,FALSE,,,中,3,1,,c1ccc(Sc2cncc(Oc3cccnc3)c2)nc1,9,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL489711,,,Cc1nsc(NC(=O)c2cc(Sc3nncn3C)ccc2N)n1,559,6.0–6.5（0.32–1 µM）,6.47,6.75,180.0,activation,TRUE,8.0,,中,4,1,,O=C(Nc1ncns1)c1cccc(Sc2nnc[nH]2)c1,2,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2204656,,,Cc1cnc(NC(=O)c2cc(Oc3cnc(C(=O)N4CCC4)c(F)c3)c3cn(C)nc3c2)cn1,560,6.0–6.5（0.32–1 µM）,6.47,6.47,340.0,activation_by_potency,FALSE,,,中,3,1,,O=C(Nc1cnccn1)c1cc(Oc2ccc(C(=O)N3CCC3)nc2)c2c[nH]nc2c1,2,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3764930,,,COc1ccc(C(CC2CCCC2)c2cc3cccnc3[nH]2)cc1Cl,561,6.0–6.5（0.32–1 µM）,6.47,6.47,342.0,activation,TRUE,,148.1,中,2,1,,c1ccc(C(CC2CCCC2)c2cc3cccnc3[nH]2)cc1,26,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL559975,,,CS(=O)(=O)c1ccc(Oc2cc(OC3CCCC3)cc(C(=O)Nc3nccs3)c2)cc1,562,6.0–6.5（0.32–1 µM）,6.465,6.62,240.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1nccs1)c1cc(Oc2ccccc2)cc(OC2CCCC2)c1,5,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3218720,,,CCOC(=O)CCn1cc(-c2cnc(NC(=O)C(CC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)nn1,564,6.0–6.5（0.32–1 µM）,6.46,6.46,350.0,activation,TRUE,1.49,,中,2,1,,O=C(Nc1ncc(-c2c[nH]nn2)s1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3358430,,,CCc1ncccc1Oc1cc(CCCCO)cnc1NC(=O)NC,565,6.0–6.5（0.32–1 µM）,6.46,6.46,350.0,activation_by_potency,FALSE,,,中,2,1,,c1cncc(Oc2cccnc2)c1,9,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3358440,,,CCn1nccc1Oc1cc(C[C@@H]2CCO[C@@H](COC)C2)cnc1NC(=O)NC,567,6.0–6.5（0.32–1 µM）,6.46,6.46,350.0,activation_by_potency,FALSE,,,中,2,1,,c1cc(Oc2cncc(CC3CCOCC3)c2)[nH]n1,6,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1164315,,,CC(C)Cc1csc(NC(=O)C(CC2CCOCC2)c2ccc(S(C)(=O)=O)cc2)n1,568,6.0–6.5（0.32–1 µM）,6.45,6.45,355.0,activation,TRUE,2.05,,中,2,1,,O=C(Nc1nccs1)C(CC1CCOCC1)c1ccccc1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2430854,,,CC(C)Cc1csc(Nc2ncc(Br)cc2OCc2ccccc2)n1,569,6.0–6.5（0.32–1 µM）,6.45,6.45,356.0,activation_by_potency,FALSE,,,中,2,1,,c1ccc(COc2cccnc2Nc2nccs2)cc1,9,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3933809,,,Cc1cc(Oc2cnc(NC(=O)C(O[C@@H]3CCOC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)ccc1C(=O)O,574,6.0–6.5（0.32–1 µM）,6.42,6.42,380.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2ccccc2)s1)C(OC1CCOC1)c1ccc(S(=O)(=O)C2CC2)cc1,3,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3218490,,,Cc1cc2c(Oc3cnc(C(=O)N4CC(C)C4)cn3)cc(C(=O)Nc3cnccn3)cc2o1,577,6.0–6.5（0.32–1 µM）,6.41,6.41,393.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1cnccn1)c1cc(Oc2cnc(C(=O)N3CCC3)cn2)c2ccoc2c1,5,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3218496,,,Cc1cc2c(Oc3cnc(C(=O)N(C)C)cn3)cc(C(=O)Nc3cnccn3)cc2o1,578,6.0–6.5（0.32–1 µM）,6.41,6.41,391.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1cnccn1)c1cc(Oc2cnccn2)c2ccoc2c1,7,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL563231,,,CS(=O)(=O)c1ccc(Oc2cc(OCCO)cc(C(=O)Nc3nccs3)c2)cc1,579,6.0–6.5（0.32–1 µM）,6.405,6.7,200.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1nccs1)c1cccc(Oc2ccccc2)c1,46,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2204655,,,Cc1cnc(NC(=O)c2cc(Oc3cnc(C(=O)N(C)C)c(F)c3)c3cn(C)nc3c2)cn1,580,6.0–6.5（0.32–1 µM）,6.405,6.41,391.0,activation_by_potency,FALSE,,,强,4,2,1 条 potential_duplicate,O=C(Nc1cnccn1)c1cc(Oc2cccnc2)c2c[nH]nc2c1,2,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1778371,,,COC[C@H](C)Oc1cc(Oc2cccc(N(C)C)c2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,581,6.0–6.5（0.32–1 µM）,6.4,6.4,400.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)c1cccc(Oc2ccccc2)c1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL194102,,,O=C(O)c1ccc(NC(=O)c2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)nc1,582,6.0–6.5（0.32–1 µM）,6.4,6.4,400.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)c1cc(OCc2ccccc2)cc(OCc2ccccc2)c1,2,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2346888,,,O=C(Nc1ncc(Cl)s1)[C@H](CC1CCCCC1)n1cnc2cc(S(=O)(=O)C3CCCC3)ccc2c1=O,584,6.0–6.5（0.32–1 µM）,6.4,6.4,400.0,activation,TRUE,,65.0,中,2,1,,O=C(Nc1nccs1)C(CC1CCCCC1)n1cnc2cc(S(=O)(=O)C3CCCC3)ccc2c1=O,2,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3221493,,,CC(C)OC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(Cl)cn1,585,6.0–6.5（0.32–1 µM）,6.4,6.4,398.11,activation_by_potency,FALSE,,,强,2,2,1 条 potential_duplicate,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,21,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3221512,,,C[C@H](CO)OC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(Cl)cn1,586,6.0–6.5（0.32–1 µM）,6.4,6.4,398.11,activation_by_potency,FALSE,,,弱,1,1,,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,21,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL5288114,,,O=C(O)Cc1ccc(Oc2cnc(NC(=O)C(Oc3ccc(F)cc3F)c3ccc(S(=O)(=O)C4CC4)cc3)s2)cc1,588,6.0–6.5（0.32–1 µM）,6.4,6.4,400.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2ccccc2)s1)C(Oc1ccccc1)c1ccc(S(=O)(=O)C2CC2)cc1,6,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4471002,,,CNC(=O)Nc1cc(Oc2ccc(C)nc2)c(-c2ccc(OCCO)nc2)cn1,589,6.0–6.5（0.32–1 µM）,6.39,6.92,120.0,activation_by_potency,FALSE,,,中,4,1,跨 assay 效力分歧（极差 1.06）,c1cncc(Oc2ccncc2-c2cccnc2)c1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4635087,,,Cc1csc(Nc2ncccc2Oc2ccccc2)n1,593,6.0–6.5（0.32–1 µM）,6.38,6.38,419.0,activation_by_potency,FALSE,,,弱,1,1,,c1ccc(Oc2cccnc2Nc2nccs2)cc1,4,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4645293,,,O=C(Nc1nccs1)/C(=N/N1CCCC1)c1ccc(S(=O)(=O)C2CC2)cc1,594,6.0–6.5（0.32–1 µM）,6.38,6.38,420.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nccs1)C(=NN1CCCC1)c1ccc(S(=O)(=O)C2CC2)cc1,3,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4566968,,,CNC(=O)Nc1cc(Oc2cnccc2C)c(-c2ccc(OCCO)nc2)cn1,596,6.0–6.5（0.32–1 µM）,6.365,6.54,290.0,activation_by_potency,FALSE,,,中,4,1,,c1cncc(Oc2ccncc2-c2cccnc2)c1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL560773,,,CS(=O)(=O)c1ccc(Oc2cc(OC(CO)C(F)(F)F)cc(C(=O)Nc3nccs3)c2)cc1,597,6.0–6.5（0.32–1 µM）,6.36,6.62,240.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1nccs1)c1cccc(Oc2ccccc2)c1,46,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL552311,,,CC(CO)Cc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1,598,6.0–6.5（0.32–1 µM）,6.36,6.6,250.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1nccs1)c1cccc(Oc2ccccc2)c1,46,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1783742,,,Cc1ccc(NC(=O)[C@H](CC2CCCC2)n2cc(C)c(S(C)(=O)=O)cc2=O)nc1,599,6.0–6.5（0.32–1 µM）,6.36,6.36,440.0,activation_by_potency,FALSE,,103.0,中,2,1,,O=C(Nc1ccccn1)C(CC1CCCC1)n1ccccc1=O,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2204652,,,Cc1cnc(NC(=O)c2cc(Oc3ccc(S(=O)(=O)N(C)C)cc3)c3cn(C)nc3c2)cn1,600,6.0–6.5（0.32–1 µM）,6.36,6.36,440.0,activation_by_potency,FALSE,,,中,3,1,,O=C(Nc1cnccn1)c1cc(Oc2ccccc2)c2c[nH]nc2c1,9,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3358427,,,CCc1ncccc1Oc1cc(CCCOC)cnc1NC(=O)NC,603,6.0–6.5（0.32–1 µM）,6.36,6.36,440.0,activation_by_potency,FALSE,,,中,2,1,,c1cncc(Oc2cccnc2)c1,9,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3218719,,,CCOC(=O)CCCn1cc(-c2cnc(NC(=O)C(CC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)nn1,605,6.0–6.5（0.32–1 µM）,6.35,6.35,450.0,activation,TRUE,1.35,,中,2,1,,O=C(Nc1ncc(-c2c[nH]nn2)s1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,10,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2165627,,,O=C(O)C(=O)Nc1ccc(NC(=O)[C@H](CC2CCCC2)n2cnc(C(F)(F)F)c2)nc1,609,6.0–6.5（0.32–1 µM）,6.34,6.34,456.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)C(CC1CCCC1)n1ccnc1,8,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3358434,,,CCn1nccc1Oc1cc(CCCCOC)cnc1NC(=O)NC,610,6.0–6.5（0.32–1 µM）,6.34,6.34,460.0,activation_by_potency,FALSE,,,中,2,1,,c1cncc(Oc2ccn[nH]2)c1,2,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3235157,,,Cc1cccnc1-c1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nc(CNC(C)C)cs2)c1,613,6.0–6.5（0.32–1 µM）,6.33,6.33,463.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1nccs1)c1cc(Oc2ccccc2)cc(-c2ccccn2)c1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4440209,,,CNC(=O)Nc1cc(Oc2cccnc2C)c(-c2ccc(OCCO)nc2)cn1,614,6.0–6.5（0.32–1 µM）,6.325,6.51,310.0,activation_by_potency,FALSE,,,中,4,1,,c1cncc(Oc2ccncc2-c2cccnc2)c1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL4641920,,,CS(=O)(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3ccccc3)n2)CC1,615,6.0–6.5（0.32–1 µM）,6.32,7.16,70.0,activation_by_potency,FALSE,,,中,2,1,跨 assay 效力分歧（极差 1.68）,c1ccc(Oc2cc(Sc3ccccn3)cnc2Nc2nc(C3CCNCC3)ns2)cc1,8,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL575278,,,Cn1ccc(Nc2ncnc3ccc(Oc4ncccc4CO)cc23)n1,616,6.0–6.5（0.32–1 µM）,6.32,6.82,150.0,activation,TRUE,0.81,,中,4,1,,c1ccc(Oc2ccc3ncnc(Nc4cc[nH]n4)c3c2)nc1,6,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1783741,,,Cc1ccc(NC(=O)[C@H](CC2CCCC2)n2cc(Cl)c(S(C)(=O)=O)cc2=O)nc1,617,6.0–6.5（0.32–1 µM）,6.32,6.32,480.0,activation_by_potency,FALSE,,122.0,中,2,1,,O=C(Nc1ccccn1)C(CC1CCCC1)n1ccccc1=O,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3903108,,,O=C(O)c1cc(Oc2cnc(NC(=O)C(OC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)ccc1Cl,620,6.0–6.5（0.32–1 µM）,6.32,6.32,480.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2ccccc2)s1)C(OC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2023439,,,COC1CCN(S(=O)(=O)c2ccc(Oc3cc(OCC=C(C)C)cc(C(=O)Nc4ccn(C)n4)c3)cc2)CC1,622,6.0–6.5（0.32–1 µM）,6.31,6.31,491.0,activation,TRUE,1.7,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(S(=O)(=O)N3CCCCC3)cc2)c1,2,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL3358439,,,CCn1nccc1Oc1cc(C[C@H]2CCO[C@H](COC)C2)cnc1NC(=O)NC,623,6.0–6.5（0.32–1 µM）,6.31,6.31,490.0,activation_by_potency,FALSE,,,中,2,1,,c1cc(Oc2cncc(CC3CCOCC3)c2)[nH]n1,6,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL1783737,,,CCS(=O)(=O)c1ccn([C@@H](CC2CCCC2)C(=O)Nc2ccc(C)cn2)c(=O)c1,626,6.0–6.5（0.32–1 µM）,6.3,6.3,500.0,activation_by_potency,FALSE,,73.0,中,2,1,,O=C(Nc1ccccn1)C(CC1CCCC1)n1ccccc1=O,11,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2346755,,,Cc1cc(S(=O)(=O)C2CCCC2)cc(=O)n1[C@@H](CC1CCCCO1)C(=O)Nc1ncc(F)s1,628,6.0–6.5（0.32–1 µM）,6.3,6.3,500.0,activation,TRUE,,68.0,中,2,1,,O=C(Nc1nccs1)C(CC1CCCCO1)n1ccc(S(=O)(=O)C2CCCC2)cc1=O,3,FALSE
P4,备查：效力 ≥6.0 但非骨架代表，是已入选骨架的同系物,FALSE,,CHEMBL2346897,,,CS(=O)(=O)c1ccc2c(=O)n([C@@H](CC3CCCCC3)C(=O)Nc3nccs3)cnc2c1,629,6.0–6.5（0.32–1 µM）,6.3,6.3,500.0,activation,TRUE,,87.0,中,2,1,,O=C(Nc1nccs1)C(CC1CCCCC1)n1cnc2ccccc2c1=O,7,FALSE
