molecule_chembl_id,molecule_pref_name,assay_chembl_id,activity_id,standard_type,standard_relation,standard_value,standard_units,pchembl_value,metric_role,metric_scale,value_nm,pactivity,role_rule,glucose_mM_parsed,activity_comment,potential_duplicate,doc_chembl_id,doc_year,src_short_name,assay_description
CHEMBL5083369,,CHEMBL5048861,24421367,EC50,=,87,nM,7.06,potency,concentration,87.0,7.06,EC50 为标准化浓度型效力指标,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli incubated for 10 mins by plate reader analysis
CHEMBL5083369,,CHEMBL5048862,24421393,Emax,=,224,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=256.0）判为 percent 尺度,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins by plate reader analysis relative to control
CHEMBL5083525,,CHEMBL5048861,24421360,EC50,=,49,nM,7.31,potency,concentration,49.0,7.31,EC50 为标准化浓度型效力指标,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli incubated for 10 mins by plate reader analysis
CHEMBL5083525,,CHEMBL5048862,24421386,Emax,=,256,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=256.0）判为 percent 尺度,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins by plate reader analysis relative to control
CHEMBL5084870,,CHEMBL5048861,24421369,EC50,=,24,nM,7.62,potency,concentration,24.0,7.62,EC50 为标准化浓度型效力指标,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli incubated for 10 mins by plate reader analysis
CHEMBL5084870,,CHEMBL5048862,24421395,Emax,=,242,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=256.0）判为 percent 尺度,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins by plate reader analysis relative to control
CHEMBL5085491,,CHEMBL5048861,24421371,EC50,=,234,nM,6.63,potency,concentration,234.0,6.63,EC50 为标准化浓度型效力指标,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli incubated for 10 mins by plate reader analysis
CHEMBL5085491,,CHEMBL5048862,24421397,Emax,=,217,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=256.0）判为 percent 尺度,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins by plate reader analysis relative to control
CHEMBL5086686,,CHEMBL5048861,24421370,EC50,=,530,nM,6.28,potency,concentration,530.0,6.28,EC50 为标准化浓度型效力指标,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli incubated for 10 mins by plate reader analysis
CHEMBL5086686,,CHEMBL5048862,24421396,Emax,=,252,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=256.0）判为 percent 尺度,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins by plate reader analysis relative to control
CHEMBL5086985,,CHEMBL5048861,24421361,EC50,=,164,nM,6.79,potency,concentration,164.0,6.79,EC50 为标准化浓度型效力指标,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli incubated for 10 mins by plate reader analysis
CHEMBL5086985,,CHEMBL5048862,24421387,Emax,=,188,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=256.0）判为 percent 尺度,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins by plate reader analysis relative to control
CHEMBL5087489,,CHEMBL5048861,24421377,EC50,=,188,nM,6.73,potency,concentration,188.0,6.73,EC50 为标准化浓度型效力指标,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli incubated for 10 mins by plate reader analysis
CHEMBL5087489,,CHEMBL5048862,24421403,Emax,=,167,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=256.0）判为 percent 尺度,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins by plate reader analysis relative to control
CHEMBL5088522,,CHEMBL5048861,24421372,EC50,=,159,nM,6.8,potency,concentration,159.0,6.8,EC50 为标准化浓度型效力指标,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli incubated for 10 mins by plate reader analysis
CHEMBL5088522,,CHEMBL5048862,24421398,Emax,=,217,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=256.0）判为 percent 尺度,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins by plate reader analysis relative to control
CHEMBL5088988,,CHEMBL5048861,24421364,EC50,=,79,nM,7.1,potency,concentration,79.0,7.1,EC50 为标准化浓度型效力指标,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli incubated for 10 mins by plate reader analysis
CHEMBL5088988,,CHEMBL5048862,24421390,Emax,=,215,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=256.0）判为 percent 尺度,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins by plate reader analysis relative to control
CHEMBL5091943,,CHEMBL5048855,24421351,EC50,=,64,nM,7.19,potency,concentration,64.0,7.19,EC50 为标准化浓度型效力指标,5,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant human full length liver glucokinase expressed in Escherichia coli incubated for 10 mins in presence of 5 mM glucose by plate reader analysis
CHEMBL5091943,,CHEMBL5048861,24421358,EC50,=,38,nM,7.42,potency,concentration,38.0,7.42,EC50 为标准化浓度型效力指标,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli incubated for 10 mins by plate reader analysis
CHEMBL5091943,,CHEMBL5048862,24421384,Emax,=,204,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=256.0）判为 percent 尺度,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins by plate reader analysis relative to control
CHEMBL5091943,,CHEMBL5048926,24421560,Emax,=,452,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=452.0）判为 percent 尺度,5,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant human full length liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins in presence of 5 mM glucose by plate reader analysis relative to control
CHEMBL5091943,,CHEMBL5048927,24421562,EC50,=,185,nM,6.73,potency,concentration,185.0,6.73,EC50 为标准化浓度型效力指标,2,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant human full length liver glucokinase expressed in Escherichia coli incubated for 10 mins in presence of 2 mM glucose by plate reader analysis
CHEMBL5091943,,CHEMBL5048928,24421564,Emax,=,1454,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=1454.0）判为 percent 尺度,2,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant human full length liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins in presence of 2 mM glucose by plate reader analysis relative to control
CHEMBL5091943,,CHEMBL5048931,24421570,Km,=,2400000,nM,,kinetic,,,,Km 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL5046279,2022,LITERATURE,Activation of human glucokinase assessed as decrease in glucose Km
CHEMBL5091943,,CHEMBL5048932,24421572,Kcat,=,250,%,,kinetic,,,,Kcat 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL5046279,2022,LITERATURE,Activation of human glucokinase assessed as increase rate of glucose turnover
CHEMBL5092846,,CHEMBL5048861,24421374,EC50,=,32,nM,7.5,potency,concentration,32.0,7.5,EC50 为标准化浓度型效力指标,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli incubated for 10 mins by plate reader analysis
CHEMBL5092846,,CHEMBL5048862,24421400,Emax,=,183,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=256.0）判为 percent 尺度,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins by plate reader analysis relative to control
CHEMBL5093208,,CHEMBL5048861,24421365,EC50,=,98,nM,7.01,potency,concentration,98.0,7.01,EC50 为标准化浓度型效力指标,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli incubated for 10 mins by plate reader analysis
CHEMBL5093208,,CHEMBL5048862,24421391,Emax,=,255,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=256.0）判为 percent 尺度,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins by plate reader analysis relative to control
CHEMBL5093978,,CHEMBL5048861,24421366,EC50,=,48,nM,7.32,potency,concentration,48.0,7.32,EC50 为标准化浓度型效力指标,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli incubated for 10 mins by plate reader analysis
CHEMBL5093978,,CHEMBL5048862,24421392,Emax,=,213,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=256.0）判为 percent 尺度,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins by plate reader analysis relative to control
CHEMBL5094606,,CHEMBL5048861,24421379,EC50,=,61,nM,7.21,potency,concentration,61.0,7.21,EC50 为标准化浓度型效力指标,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli incubated for 10 mins by plate reader analysis
CHEMBL5094606,,CHEMBL5048862,24421405,Emax,=,150,%,,efficacy,percent,,,Emax 为激活幅度指标，按该 assay 内值域（max=256.0）判为 percent 尺度,,,0,CHEMBL5046279,2022,LITERATURE,Activation of recombinant full length human liver glucokinase expressed in Escherichia coli assessed as maximal activation incubated for 10 mins by plate reader analysis relative to control
CHEMBL514512,,CHEMBL957569,2282210,Activity,=,0.74,,,unclassified,,,,Activity 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,10,,0,CHEMBL1153380,2009,LITERATURE,"Activation of flag-tagged human recombinant liver glucokinase expressed in Escherichia coli assessed as maximal activating response by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay relative to 2-amino-5-(4-methyl-4H-1,2,4-triazol-3-ylthio)-N-(4-methylthiazol-2-yl)benzamide in presence of 10 mM glucose"
CHEMBL514512,,CHEMBL957641,2282137,EC50,=,6300,nM,5.2,potency,concentration,6300.0,5.2,EC50 为标准化浓度型效力指标,2.5,,0,CHEMBL1153380,2009,LITERATURE,Activation of flag-tagged human recombinant liver glucokinase expressed in Escherichia coli by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay in presence of 2.5 mM glucose
CHEMBL514512,,CHEMBL957642,2282161,Activity,=,0.55,,,unclassified,,,,Activity 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,2.5,,0,CHEMBL1153380,2009,LITERATURE,"Activation of flag-tagged human recombinant liver glucokinase expressed in Escherichia coli assessed as maximal activating response by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay relative to 2-amino-5-(4-methyl-4H-1,2,4-triazol-3-ylthio)-N-(4-methylthiazol-2-yl)benzamide in presence of 2.5 mM glucose"
CHEMBL514512,,CHEMBL957643,2282186,EC50,=,2200,nM,5.66,potency,concentration,2200.0,5.66,EC50 为标准化浓度型效力指标,10,,0,CHEMBL1153380,2009,LITERATURE,Activation of flag-tagged human recombinant liver glucokinase expressed in Escherichia coli by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay in presence of 10 mM glucose
CHEMBL514955,,CHEMBL957569,2282220,Activity,=,0.2,,,unclassified,,,,Activity 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,10,,0,CHEMBL1153380,2009,LITERATURE,"Activation of flag-tagged human recombinant liver glucokinase expressed in Escherichia coli assessed as maximal activating response by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay relative to 2-amino-5-(4-methyl-4H-1,2,4-triazol-3-ylthio)-N-(4-methylthiazol-2-yl)benzamide in presence of 10 mM glucose"
CHEMBL514955,,CHEMBL957641,2282147,EC50,>,30000,nM,,potency,concentration,30000.0,,EC50 为标准化浓度型效力指标,2.5,,0,CHEMBL1153380,2009,LITERATURE,Activation of flag-tagged human recombinant liver glucokinase expressed in Escherichia coli by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay in presence of 2.5 mM glucose
CHEMBL514955,,CHEMBL957642,2282171,Activity,=,0.05,,,unclassified,,,,Activity 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,2.5,,0,CHEMBL1153380,2009,LITERATURE,"Activation of flag-tagged human recombinant liver glucokinase expressed in Escherichia coli assessed as maximal activating response by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay relative to 2-amino-5-(4-methyl-4H-1,2,4-triazol-3-ylthio)-N-(4-methylthiazol-2-yl)benzamide in presence of 2.5 mM glucose"
CHEMBL514955,,CHEMBL957643,2282196,EC50,>,30000,nM,,potency,concentration,30000.0,,EC50 为标准化浓度型效力指标,10,,0,CHEMBL1153380,2009,LITERATURE,Activation of flag-tagged human recombinant liver glucokinase expressed in Escherichia coli by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay in presence of 10 mM glucose
CHEMBL516371,,CHEMBL957569,2282213,Activity,=,0.69,,,unclassified,,,,Activity 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,10,,0,CHEMBL1153380,2009,LITERATURE,"Activation of flag-tagged human recombinant liver glucokinase expressed in Escherichia coli assessed as maximal activating response by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay relative to 2-amino-5-(4-methyl-4H-1,2,4-triazol-3-ylthio)-N-(4-methylthiazol-2-yl)benzamide in presence of 10 mM glucose"
CHEMBL516371,,CHEMBL957641,2282140,EC50,=,8200,nM,5.09,potency,concentration,8200.0,5.09,EC50 为标准化浓度型效力指标,2.5,,0,CHEMBL1153380,2009,LITERATURE,Activation of flag-tagged human recombinant liver glucokinase expressed in Escherichia coli by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay in presence of 2.5 mM glucose
CHEMBL516371,,CHEMBL957642,2282164,Activity,=,0.45,,,unclassified,,,,Activity 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,2.5,,0,CHEMBL1153380,2009,LITERATURE,"Activation of flag-tagged human recombinant liver glucokinase expressed in Escherichia coli assessed as maximal activating response by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay relative to 2-amino-5-(4-methyl-4H-1,2,4-triazol-3-ylthio)-N-(4-methylthiazol-2-yl)benzamide in presence of 2.5 mM glucose"
CHEMBL516371,,CHEMBL957643,2282189,EC50,=,2300,nM,5.64,potency,concentration,2300.0,5.64,EC50 为标准化浓度型效力指标,10,,0,CHEMBL1153380,2009,LITERATURE,Activation of flag-tagged human recombinant liver glucokinase expressed in Escherichia coli by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay in presence of 10 mM glucose
CHEMBL516458,,CHEMBL990114,2459502,EC50,=,560,nM,6.25,potency,concentration,560.0,6.25,EC50 为标准化浓度型效力指标,,,0,CHEMBL1155108,2008,LITERATURE,Activation of GST fused human liver glucokinase assessed as generation of NADPH by G6PDH coupled assay
CHEMBL516458,,CHEMBL990115,2459510,FC,=,5.4,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1155108,2008,LITERATURE,Activation of GST fused human liver glucokinase assessed as generation of NADPH by G6PDH coupled assay relative to control
CHEMBL516458,,CHEMBL990116,2459522,Activity,=,0.17,uM,,unclassified,,,,Activity 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL1155108,2008,LITERATURE,Activation of GST fused human liver glucokinase assessed as concentration required to double glucokinase activity by G6PDH coupled assay
CHEMBL517534,,CHEMBL1167927,3330507,EC50,=,570,nM,6.24,potency,concentration,570.0,6.24,EC50 为标准化浓度型效力指标,,,1,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL517534,,CHEMBL990114,2459497,EC50,=,570,nM,6.24,potency,concentration,570.0,6.24,EC50 为标准化浓度型效力指标,,,0,CHEMBL1155108,2008,LITERATURE,Activation of GST fused human liver glucokinase assessed as generation of NADPH by G6PDH coupled assay
CHEMBL517534,,CHEMBL990115,2459506,FC,=,4.7,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1155108,2008,LITERATURE,Activation of GST fused human liver glucokinase assessed as generation of NADPH by G6PDH coupled assay relative to control
CHEMBL517534,,CHEMBL990116,2459518,Activity,=,0.19,uM,,unclassified,,,,Activity 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL1155108,2008,LITERATURE,Activation of GST fused human liver glucokinase assessed as concentration required to double glucokinase activity by G6PDH coupled assay
CHEMBL519273,,CHEMBL990114,2459493,EC50,=,140,nM,6.85,potency,concentration,140.0,6.85,EC50 为标准化浓度型效力指标,,,0,CHEMBL1155108,2008,LITERATURE,Activation of GST fused human liver glucokinase assessed as generation of NADPH by G6PDH coupled assay
CHEMBL519273,,CHEMBL990115,2459487,FC,=,3.2,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1155108,2008,LITERATURE,Activation of GST fused human liver glucokinase assessed as generation of NADPH by G6PDH coupled assay relative to control
CHEMBL519273,,CHEMBL990116,2459514,Activity,=,0.12,uM,,unclassified,,,,Activity 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL1155108,2008,LITERATURE,Activation of GST fused human liver glucokinase assessed as concentration required to double glucokinase activity by G6PDH coupled assay
CHEMBL519934,,CHEMBL1167927,3330504,EC50,=,1690,nM,5.77,potency,concentration,1690.0,5.77,EC50 为标准化浓度型效力指标,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry
CHEMBL519934,,CHEMBL1167928,3330482,FC,=,2.45,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1165956,2010,LITERATURE,Activation of human glucokinase expressed in Escherichia coli BL21(DE3) coexpressing G6PDH by spectrometry relative to control
CHEMBL519934,,CHEMBL990114,2459500,EC50,=,8930,nM,5.05,potency,concentration,8930.0,5.05,EC50 为标准化浓度型效力指标,,,0,CHEMBL1155108,2008,LITERATURE,Activation of GST fused human liver glucokinase assessed as generation of NADPH by G6PDH coupled assay
CHEMBL519934,,CHEMBL990115,2459508,FC,=,5.3,,,efficacy,fold,,,FC（fold change）为激活倍数,,,0,CHEMBL1155108,2008,LITERATURE,Activation of GST fused human liver glucokinase assessed as generation of NADPH by G6PDH coupled assay relative to control
CHEMBL519934,,CHEMBL990116,2459520,Activity,=,2.74,uM,,unclassified,,,,Activity 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL1155108,2008,LITERATURE,Activation of GST fused human liver glucokinase assessed as concentration required to double glucokinase activity by G6PDH coupled assay
CHEMBL523602,,CHEMBL959301,2287618,EC50,=,1200,nM,5.92,potency,concentration,1200.0,5.92,EC50 为标准化浓度型效力指标,2.5,,0,CHEMBL1152887,2009,LITERATURE,Activation of human glucokinase by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay in presence of 2.5 mM glucose
CHEMBL523602,,CHEMBL959302,2287619,EC50,=,220,nM,6.66,potency,concentration,220.0,6.66,EC50 为标准化浓度型效力指标,10,,0,CHEMBL1152887,2009,LITERATURE,Activation of human glucokinase by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay in presence of 10 mM glucose
CHEMBL523602,,CHEMBL959303,2287714,FC,=,8,,,efficacy,fold,,,FC（fold change）为激活倍数,2.5,,0,CHEMBL1152887,2009,LITERATURE,Activation of human glucokinase assessed as maximal response by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay in presence of 2.5 mM glucose relative to control
CHEMBL523602,,CHEMBL959304,2287683,FC,=,1.6,,,efficacy,fold,,,FC（fold change）为激活倍数,10,,0,CHEMBL1152887,2009,LITERATURE,Activation of human glucokinase assessed as maximal response by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay in presence of 10 mM glucose relative to control
CHEMBL5266463,,CHEMBL5261510,25100968,EC50,=,190,nM,6.72,potency,concentration,190.0,6.72,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5267943,,CHEMBL5261510,25100976,EC50,=,34,nM,7.47,potency,concentration,34.0,7.47,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5274471,,CHEMBL5261510,25100977,EC50,=,690,nM,6.16,potency,concentration,690.0,6.16,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5275454,,CHEMBL5261510,25100964,EC50,>,20000,nM,,potency,concentration,20000.0,,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5275454,,CHEMBL5261513,25100980,Activity,=,60,%,,unclassified,,,,Activity 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH at 60 uM in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5275999,,CHEMBL5261510,25100970,EC50,=,2730,nM,5.56,potency,concentration,2730.0,5.56,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5276863,,CHEMBL5261510,25100972,EC50,=,450,nM,6.35,potency,concentration,450.0,6.35,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5278201,,CHEMBL5261510,25100961,EC50,=,7000,nM,5.16,potency,concentration,7000.0,5.16,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5279712,,CHEMBL5261510,25100973,EC50,>,10000,nM,,potency,concentration,10000.0,,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5282130,,CHEMBL5261510,25100962,EC50,=,6200,nM,5.21,potency,concentration,6200.0,5.21,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5282187,,CHEMBL5261510,25100969,EC50,=,310,nM,6.51,potency,concentration,310.0,6.51,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5285032,,CHEMBL5261510,25100963,EC50,=,500,nM,6.3,potency,concentration,500.0,6.3,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5287339,,CHEMBL5261510,25100966,EC50,=,330,nM,6.48,potency,concentration,330.0,6.48,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5287945,,CHEMBL5261510,25100965,EC50,=,280,nM,6.55,potency,concentration,280.0,6.55,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5288114,,CHEMBL5261510,25100971,EC50,=,400,nM,6.4,potency,concentration,400.0,6.4,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5288503,,CHEMBL5261510,25100974,EC50,>,10000,nM,,potency,concentration,10000.0,,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5290142,,CHEMBL5261510,25100975,EC50,=,2300,nM,5.64,potency,concentration,2300.0,5.64,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL5290632,,CHEMBL5261510,25100967,EC50,=,240,nM,6.62,potency,concentration,240.0,6.62,EC50 为标准化浓度型效力指标,,,0,CHEMBL5260807,2017,LITERATURE,Activation of recombinant human glucokinase assessed as increase in maximal activation by measuring accumulation of NADH in presence of S0.5 of glucose and NAD by plate reader analysis
CHEMBL549417,,CHEMBL1032034,2670657,EC50,=,460,nM,6.34,potency,concentration,460.0,6.34,EC50 为标准化浓度型效力指标,2.5,,0,CHEMBL1151922,2009,LITERATURE,Activation of flag-tagged human recombinant liver glucokinase expressed in Escherichia coli by glucose-6-phosphate dehydrogenase coupled continuous spectrophotometric assay in presence of 2.5 mM glucose
