molecule_chembl_id,molecule_pref_name,molecule_type,max_phase,canonical_smiles,standard_inchi_key,n_potency_records,potency_types,potency_nm_min,potency_nm_median,potency_nm_max,pactivity_max,pactivity_median,pactivity_min,pactivity_spread,n_potency_censored_gt,potency_censored_gt_min_nm,n_potency_censored_lt,potency_n_assays,potency_n_docs,potency_records,n_efficacy_records,efficacy_fold_max,efficacy_fold_max_source,n_efficacy_fold,efficacy_pct_max,efficacy_pct_max_source,n_efficacy_pct,efficacy_n_assays,efficacy_n_docs,efficacy_records,n_kinetic_records,kinetic_records,n_unclassified_records,unclassified_records,n_activities,n_assays,n_docs,doc_chembl_ids,doc_years,src_short_names,n_potential_duplicate,evidence_consistency,evidence_level,evidence_note
CHEMBL2204650,,Small molecule,,CCS(=O)(=O)c1ccc(Oc2cc(C(=O)Nc3cnc(C)cn3)cc3nn(C)cc23)cc1,XDESBYJMYYMFGZ-UHFFFAOYSA-N,1,EC50:1,980.0,980.0,980.0,6.01,6.01,6.01,,0,,0,1,1,"[{""assay"": ""CHEMBL2216128"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 980.0, ""pactivity"": 6.01, ""doc"": ""CHEMBL2203262"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,2,"[{""assay"": ""CHEMBL2215687"", ""type"": ""Ratio"", ""value"": 0.11, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}, {""assay"": ""CHEMBL2216127"", ""type"": ""Ratio"", ""value"": 1.07, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}]",3,3,1,"[""CHEMBL2203262""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,中,仅 1 篇文献支撑；2 条指标未归类（见 unclassified_records）
CHEMBL2204651,,Small molecule,,Cc1cnc(NC(=O)c2cc(Oc3ccc(S(=O)(=O)C4CC4)cc3)c3cn(C)nc3c2)cn1,QGKMGOARLIHMTI-UHFFFAOYSA-N,1,EC50:1,510.0,510.0,510.0,6.29,6.29,6.29,,0,,0,1,1,"[{""assay"": ""CHEMBL2216128"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 510.0, ""pactivity"": 6.29, ""doc"": ""CHEMBL2203262"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,2,"[{""assay"": ""CHEMBL2215687"", ""type"": ""Ratio"", ""value"": 0.09, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}, {""assay"": ""CHEMBL2216127"", ""type"": ""Ratio"", ""value"": 1.01, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}]",3,3,1,"[""CHEMBL2203262""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,中,仅 1 篇文献支撑；2 条指标未归类（见 unclassified_records）
CHEMBL2204652,,Small molecule,,Cc1cnc(NC(=O)c2cc(Oc3ccc(S(=O)(=O)N(C)C)cc3)c3cn(C)nc3c2)cn1,SGUBSBUVTZJSEK-UHFFFAOYSA-N,1,EC50:1,440.0,440.0,440.0,6.36,6.36,6.36,,0,,0,1,1,"[{""assay"": ""CHEMBL2216128"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 440.0, ""pactivity"": 6.36, ""doc"": ""CHEMBL2203262"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,2,"[{""assay"": ""CHEMBL2215687"", ""type"": ""Ratio"", ""value"": 0.1, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}, {""assay"": ""CHEMBL2216127"", ""type"": ""Ratio"", ""value"": 1.14, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}]",3,3,1,"[""CHEMBL2203262""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,中,仅 1 篇文献支撑；2 条指标未归类（见 unclassified_records）
CHEMBL2204653,,Small molecule,,CNS(=O)(=O)c1ccc(Oc2cc(C(=O)Nc3cnc(C)cn3)cc3nn(C)cc23)cc1,BKZRZYGNNBKORP-UHFFFAOYSA-N,1,EC50:1,880.0,880.0,880.0,6.06,6.06,6.06,,0,,0,1,1,"[{""assay"": ""CHEMBL2216128"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 880.0, ""pactivity"": 6.06, ""doc"": ""CHEMBL2203262"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,2,"[{""assay"": ""CHEMBL2215687"", ""type"": ""Ratio"", ""value"": 0.07, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}, {""assay"": ""CHEMBL2216127"", ""type"": ""Ratio"", ""value"": 1.18, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}]",3,3,1,"[""CHEMBL2203262""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,中,仅 1 篇文献支撑；2 条指标未归类（见 unclassified_records）
CHEMBL2204654,,Small molecule,,Cc1cnc(NC(=O)c2cc(Oc3ccc(S(N)(=O)=O)cc3)c3cn(C)nc3c2)cn1,ZIVHEUUCEVSPRF-UHFFFAOYSA-N,1,EC50:1,2320.0,2320.0,2320.0,5.63,5.63,5.63,,0,,0,1,1,"[{""assay"": ""CHEMBL2216128"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 2320.0, ""pactivity"": 5.63, ""doc"": ""CHEMBL2203262"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,2,"[{""assay"": ""CHEMBL2215687"", ""type"": ""Ratio"", ""value"": 0.5, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}, {""assay"": ""CHEMBL2216127"", ""type"": ""Ratio"", ""value"": 1.14, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}]",3,3,1,"[""CHEMBL2203262""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,中,仅 1 篇文献支撑；2 条指标未归类（见 unclassified_records）
CHEMBL2204655,,Small molecule,,Cc1cnc(NC(=O)c2cc(Oc3cnc(C(=O)N(C)C)c(F)c3)c3cn(C)nc3c2)cn1,ZGSFQZZAENVCIS-UHFFFAOYSA-N,2,EC50:2,391.0,395.5,400.0,6.41,6.405,6.4,0.01,0,,0,2,2,"[{""assay"": ""CHEMBL2216128"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 400.0, ""pactivity"": 6.4, ""doc"": ""CHEMBL2203262"", ""rule"": ""EC50 为标准化浓度型效力指标""}, {""assay"": ""CHEMBL3583541"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 391.0, ""pactivity"": 6.41, ""doc"": ""CHEMBL3580608"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,2,"[{""assay"": ""CHEMBL2215687"", ""type"": ""Ratio"", ""value"": 0.11, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}, {""assay"": ""CHEMBL2216127"", ""type"": ""Ratio"", ""value"": 0.8, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}]",4,4,2,"[""CHEMBL2203262"", ""CHEMBL3580608""]",2012; 2014,LITERATURE,1,一致（pActivity 极差 0.01，3 倍以内）,强,1 条被 ChEMBL 标为 potential_duplicate；2 条指标未归类（见 unclassified_records）
CHEMBL2204656,,Small molecule,,Cc1cnc(NC(=O)c2cc(Oc3cnc(C(=O)N4CCC4)c(F)c3)c3cn(C)nc3c2)cn1,UPZVKDRGBJLNEM-UHFFFAOYSA-N,1,EC50:1,340.0,340.0,340.0,6.47,6.47,6.47,,0,,0,1,1,"[{""assay"": ""CHEMBL2216128"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 340.0, ""pactivity"": 6.47, ""doc"": ""CHEMBL2203262"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,2,"[{""assay"": ""CHEMBL2215687"", ""type"": ""Ratio"", ""value"": 0.14, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}, {""assay"": ""CHEMBL2216127"", ""type"": ""Ratio"", ""value"": 0.71, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}]",3,3,1,"[""CHEMBL2203262""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,中,仅 1 篇文献支撑；2 条指标未归类（见 unclassified_records）
CHEMBL2204657,,Small molecule,,Cc1cnc(NC(=O)c2cc(Oc3cnc(C(=O)N(C)C)nc3)c3cn(C)nc3c2)cn1,WSAQOXUHJXNXTA-UHFFFAOYSA-N,1,EC50:1,910.0,910.0,910.0,6.04,6.04,6.04,,0,,0,1,1,"[{""assay"": ""CHEMBL2216128"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 910.0, ""pactivity"": 6.04, ""doc"": ""CHEMBL2203262"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,2,"[{""assay"": ""CHEMBL2215687"", ""type"": ""Ratio"", ""value"": 0.13, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}, {""assay"": ""CHEMBL2216127"", ""type"": ""Ratio"", ""value"": 0.82, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}]",3,3,1,"[""CHEMBL2203262""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,中,仅 1 篇文献支撑；2 条指标未归类（见 unclassified_records）
CHEMBL2204658,,Small molecule,,CCn1cc2c(Oc3ccc(S(C)(=O)=O)cc3)cc(C(=O)Nc3cnc(C)cn3)cc2n1,VSJORLZCLQYWOQ-UHFFFAOYSA-N,1,EC50:1,770.0,770.0,770.0,6.11,6.11,6.11,,0,,0,1,1,"[{""assay"": ""CHEMBL2216128"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 770.0, ""pactivity"": 6.11, ""doc"": ""CHEMBL2203262"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,2,"[{""assay"": ""CHEMBL2215687"", ""type"": ""Ratio"", ""value"": 0.15, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}, {""assay"": ""CHEMBL2216127"", ""type"": ""Ratio"", ""value"": 1.19, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}]",3,3,1,"[""CHEMBL2203262""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,中,仅 1 篇文献支撑；2 条指标未归类（见 unclassified_records）
CHEMBL2204659,,Small molecule,,CCCn1cc2c(Oc3ccc(S(C)(=O)=O)cc3)cc(C(=O)Nc3cnc(C)cn3)cc2n1,SRIGNYPFWLBBRM-UHFFFAOYSA-N,1,EC50:1,310.0,310.0,310.0,6.51,6.51,6.51,,0,,0,1,1,"[{""assay"": ""CHEMBL2216128"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 310.0, ""pactivity"": 6.51, ""doc"": ""CHEMBL2203262"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,2,"[{""assay"": ""CHEMBL2215687"", ""type"": ""Ratio"", ""value"": 0.06, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}, {""assay"": ""CHEMBL2216127"", ""type"": ""Ratio"", ""value"": 1.2, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}]",3,3,1,"[""CHEMBL2203262""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,中,仅 1 篇文献支撑；2 条指标未归类（见 unclassified_records）
CHEMBL2204660,,Small molecule,,Cc1cnc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)c3cn(CCO)nc3c2)cn1,FAIDDEBXNVTRMU-UHFFFAOYSA-N,1,EC50:1,1540.0,1540.0,1540.0,5.81,5.81,5.81,,0,,0,1,1,"[{""assay"": ""CHEMBL2216128"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 1540.0, ""pactivity"": 5.81, ""doc"": ""CHEMBL2203262"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,2,"[{""assay"": ""CHEMBL2215687"", ""type"": ""Ratio"", ""value"": 0.1, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}, {""assay"": ""CHEMBL2216127"", ""type"": ""Ratio"", ""value"": 1.07, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}]",3,3,1,"[""CHEMBL2203262""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,中,仅 1 篇文献支撑；2 条指标未归类（见 unclassified_records）
CHEMBL2204661,,Small molecule,,Cc1cnc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)c3cn(C4CC4)nc3c2)cn1,PPRPRSUNPZRDPK-UHFFFAOYSA-N,1,EC50:1,2030.0,2030.0,2030.0,5.69,5.69,5.69,,0,,0,1,1,"[{""assay"": ""CHEMBL2216128"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 2030.0, ""pactivity"": 5.69, ""doc"": ""CHEMBL2203262"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,2,"[{""assay"": ""CHEMBL2215687"", ""type"": ""Ratio"", ""value"": 0.13, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}, {""assay"": ""CHEMBL2216127"", ""type"": ""Ratio"", ""value"": 1.16, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}]",3,3,1,"[""CHEMBL2203262""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,中,仅 1 篇文献支撑；2 条指标未归类（见 unclassified_records）
CHEMBL2204662,,Small molecule,,CCn1cc2c(Oc3cnc(C(=O)N(C)C)c(F)c3)cc(C(=O)Nc3cnc(C)cn3)cc2n1,YUOWWGGXVKBXNS-UHFFFAOYSA-N,1,EC50:1,230.0,230.0,230.0,6.64,6.64,6.64,,0,,0,1,1,"[{""assay"": ""CHEMBL2216128"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 230.0, ""pactivity"": 6.64, ""doc"": ""CHEMBL2203262"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,2,"[{""assay"": ""CHEMBL2215687"", ""type"": ""Ratio"", ""value"": 0.06, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}, {""assay"": ""CHEMBL2216127"", ""type"": ""Ratio"", ""value"": 0.8, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}]",3,3,1,"[""CHEMBL2203262""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,中,仅 1 篇文献支撑；2 条指标未归类（见 unclassified_records）
CHEMBL2204663,,Small molecule,,CCn1cc2c(Oc3cnc(C(=O)N4CCC4)c(F)c3)cc(C(=O)Nc3cnc(C)cn3)cc2n1,VRBFJTUHFBTQRQ-UHFFFAOYSA-N,2,EC50:2,114.0,117.0,120.0,6.94,6.93,6.92,0.02,0,,0,2,2,"[{""assay"": ""CHEMBL2216128"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 120.0, ""pactivity"": 6.92, ""doc"": ""CHEMBL2203262"", ""rule"": ""EC50 为标准化浓度型效力指标""}, {""assay"": ""CHEMBL3583541"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 114.0, ""pactivity"": 6.94, ""doc"": ""CHEMBL3580608"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,2,"[{""assay"": ""CHEMBL2215687"", ""type"": ""Ratio"", ""value"": 0.12, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}, {""assay"": ""CHEMBL2216127"", ""type"": ""Ratio"", ""value"": 0.82, ""units"": null, ""reason"": ""Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总""}]",4,4,2,"[""CHEMBL2203262"", ""CHEMBL3580608""]",2012; 2014,LITERATURE,0,一致（pActivity 极差 0.02，3 倍以内）,强,2 条指标未归类（见 unclassified_records）
CHEMBL2206775,,Small molecule,,Cc1csc(NC(=O)CSc2ncnc3c2cnn3-c2ccccc2)n1,OCZCGGVTHZLVHL-UHFFFAOYSA-N,1,EC50:1,,,,,,,,1,100000.0,0,1,1,"[{""assay"": ""CHEMBL2215199"", ""type"": ""EC50"", ""relation"": "">"", ""value_nm"": 100000.0, ""pactivity"": null, ""doc"": ""CHEMBL2202962"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,0,,1,1,1,"[""CHEMBL2202962""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,弱,仅 1 篇文献支撑；1 条效力为删失值（>，最高浓度未达 EC50），未计入汇总；无可定量的效力或效能值
CHEMBL2206776,,Small molecule,,O=C(CSc1ncnc2c1cnn2-c1ccccc1Cl)Nc1ccccc1,DHXWXYRCRSGNTI-UHFFFAOYSA-N,1,EC50:1,,,,,,,,1,100000.0,0,1,1,"[{""assay"": ""CHEMBL2215199"", ""type"": ""EC50"", ""relation"": "">"", ""value_nm"": 100000.0, ""pactivity"": null, ""doc"": ""CHEMBL2202962"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,0,,1,1,1,"[""CHEMBL2202962""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,弱,仅 1 篇文献支撑；1 条效力为删失值（>，最高浓度未达 EC50），未计入汇总；无可定量的效力或效能值
CHEMBL2206777,,Small molecule,,Cc1ccc(NC(=O)CSc2ncnc3c2cnn3-c2ccccc2Cl)nc1,KUUBJJKFLBLXLY-UHFFFAOYSA-N,1,EC50:1,501.19,501.19,501.19,6.3,6.3,6.3,,0,,0,1,1,"[{""assay"": ""CHEMBL2215199"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 501.19, ""pactivity"": 6.3, ""doc"": ""CHEMBL2202962"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,0,,1,1,1,"[""CHEMBL2202962""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,弱,仅 1 篇文献支撑
CHEMBL2206778,,Small molecule,,O=C(CSc1ncnc2c1cnn2-c1ccccc1Cl)Nc1ncccn1,ZUHPARLSVZAEPA-UHFFFAOYSA-N,1,EC50:1,,,,,,,,1,100000.0,0,1,1,"[{""assay"": ""CHEMBL2215199"", ""type"": ""EC50"", ""relation"": "">"", ""value_nm"": 100000.0, ""pactivity"": null, ""doc"": ""CHEMBL2202962"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,0,,1,1,1,"[""CHEMBL2202962""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,弱,仅 1 篇文献支撑；1 条效力为删失值（>，最高浓度未达 EC50），未计入汇总；无可定量的效力或效能值
CHEMBL2206779,,Small molecule,,Cn1ccc(NC(=O)CSc2ncnc3c2cnn3-c2ccccc2Cl)n1,CVPVAFWWADLNKG-UHFFFAOYSA-N,1,EC50:1,15848.93,15848.93,15848.93,4.8,4.8,4.8,,0,,0,1,1,"[{""assay"": ""CHEMBL2215199"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 15848.93, ""pactivity"": 4.8, ""doc"": ""CHEMBL2202962"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,0,,1,1,1,"[""CHEMBL2202962""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,弱,仅 1 篇文献支撑
CHEMBL2206780,,Small molecule,,CCCCC(Sc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1nc(C)cs1,XWBDBQOIAAFJDG-UHFFFAOYSA-N,1,EC50:1,630.96,630.96,630.96,6.2,6.2,6.2,,0,,0,1,1,"[{""assay"": ""CHEMBL2215199"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 630.96, ""pactivity"": 6.2, ""doc"": ""CHEMBL2202962"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,0,,1,1,1,"[""CHEMBL2202962""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,弱,仅 1 篇文献支撑
CHEMBL2206781,,Small molecule,,COCCC(Sc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1nc(C)cs1,IMPYIOYTNMCHNW-UHFFFAOYSA-N,1,EC50:1,794.33,794.33,794.33,6.1,6.1,6.1,,0,,0,1,1,"[{""assay"": ""CHEMBL2215199"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 794.33, ""pactivity"": 6.1, ""doc"": ""CHEMBL2202962"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,0,,1,1,1,"[""CHEMBL2202962""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,弱,仅 1 篇文献支撑
CHEMBL2206782,,Small molecule,,COCCOCCC(Sc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1nc(C)cs1,UCAPSJQMCJPDEI-UHFFFAOYSA-N,1,EC50:1,3162.28,3162.28,3162.28,5.5,5.5,5.5,,0,,0,1,1,"[{""assay"": ""CHEMBL2215199"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 3162.28, ""pactivity"": 5.5, ""doc"": ""CHEMBL2202962"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,0,,1,1,1,"[""CHEMBL2202962""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,弱,仅 1 篇文献支撑
CHEMBL2206783,,Small molecule,,Cc1csc(NC(=O)C(Sc2ncnc3c2cnn3-c2ccccc2Cl)c2ccccc2)n1,MZWFEILTEMHKEQ-UHFFFAOYSA-N,1,EC50:1,,,,,,,,1,100000.0,0,1,1,"[{""assay"": ""CHEMBL2215199"", ""type"": ""EC50"", ""relation"": "">"", ""value_nm"": 100000.0, ""pactivity"": null, ""doc"": ""CHEMBL2202962"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,0,,1,1,1,"[""CHEMBL2202962""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,弱,仅 1 篇文献支撑；1 条效力为删失值（>，最高浓度未达 EC50），未计入汇总；无可定量的效力或效能值
CHEMBL2206784,,Small molecule,,Cc1csc(NC(=O)COc2ncnc3c2cnn3-c2ccccc2Cl)n1,JDRKXBDWRQLPCD-UHFFFAOYSA-N,1,EC50:1,1584.89,1584.89,1584.89,5.8,5.8,5.8,,0,,0,1,1,"[{""assay"": ""CHEMBL2215199"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 1584.89, ""pactivity"": 5.8, ""doc"": ""CHEMBL2202962"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,0,,1,1,1,"[""CHEMBL2202962""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,弱,仅 1 篇文献支撑
CHEMBL2206785,,Small molecule,,CCCCC(Oc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1nc(C)cs1,XLXVHERKNSKEAY-UHFFFAOYSA-N,1,EC50:1,125.89,125.89,125.89,6.9,6.9,6.9,,0,,0,1,1,"[{""assay"": ""CHEMBL2215199"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 125.89, ""pactivity"": 6.9, ""doc"": ""CHEMBL2202962"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,0,,1,1,1,"[""CHEMBL2202962""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,弱,仅 1 篇文献支撑
CHEMBL2206786,,Small molecule,,COCCC(Oc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1ccc(C)cn1,QOSFZTVPVNEQRB-UHFFFAOYSA-N,1,EC50:1,100.0,100.0,100.0,7.0,7.0,7.0,,0,,0,1,1,"[{""assay"": ""CHEMBL2215199"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 100.0, ""pactivity"": 7.0, ""doc"": ""CHEMBL2202962"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,0,,1,1,1,"[""CHEMBL2202962""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,弱,仅 1 篇文献支撑
CHEMBL2206787,,Small molecule,,COCCC(Oc1ncnc2c1cnn2-c1ccccc1C)C(=O)Nc1ccc(C)cn1,LYWQXVOFIHTNBN-UHFFFAOYSA-N,1,EC50:1,316.23,316.23,316.23,6.5,6.5,6.5,,0,,0,1,1,"[{""assay"": ""CHEMBL2215199"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 316.23, ""pactivity"": 6.5, ""doc"": ""CHEMBL2202962"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,0,,1,1,1,"[""CHEMBL2202962""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,弱,仅 1 篇文献支撑
CHEMBL2206788,,Small molecule,,COCCC(Oc1ncnc2c1cnn2-c1ccccc1C(F)(F)F)C(=O)Nc1ccc(C)cn1,AMHDUOXZVAFCJB-UHFFFAOYSA-N,1,EC50:1,100.0,100.0,100.0,7.0,7.0,7.0,,0,,0,1,1,"[{""assay"": ""CHEMBL2215199"", ""type"": ""EC50"", ""relation"": ""="", ""value_nm"": 100.0, ""pactivity"": 7.0, ""doc"": ""CHEMBL2202962"", ""rule"": ""EC50 为标准化浓度型效力指标""}]",0,,,0,,,0,0,0,,0,,0,,1,1,1,"[""CHEMBL2202962""]",2012,LITERATURE,0,不适用（可定量效力值不足 2 个 assay）,弱,仅 1 篇文献支撑
