molecule_chembl_id,molecule_pref_name,max_phase,first_approval,molecule_type,structure_type,source,activity_evidence,curated_direction,curated_mechanism,found_by_drug_annotation,parent_chembl_id,dedup_group,is_dedup_representative,is_salt,priority,potency_band,pactivity_median,potency_nm_min,direction,canonical_smiles,standard_inchi_key,mw_freebase,full_mwt,alogp,hba,hbd,psa,rtb,num_ro5_violations,aromatic_rings,heavy_atoms,qed_weighted,full_molformula,n_structural_alerts,structural_alert_sets,lle_max,murcko_scaffold,scaffold_cluster_size,is_scaffold_representative,is_positive_control,control_name
CHEMBL191239,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL191239,CHEMBL191239,TRUE,FALSE,P2,7.0–7.5（32–100 nM）,7.0,100.0,activation_by_potency,CC(C)Oc1cc(OCc2ccccc2F)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,MTZXGGLPHHVXRY-UHFFFAOYSA-N,424.43,424.43,4.54,5,2,97.75,8,0,3,31,0.55,C23H21FN2O5,0,,2.46,O=C(Nc1ccccn1)c1cccc(OCc2ccccc2)c1,6,TRUE,FALSE,
CHEMBL3235147,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3235147,CHEMBL3235147,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.99,103.0,activation_by_potency,Cc1cccnc1-c1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nc(CC(=O)NC3CC3)cs2)c1,KUENHNVZSJNAHR-UHFFFAOYSA-N,562.67,562.67,4.78,8,2,127.35,9,1,4,39,0.3,C28H26N4O5S2,0,,2.21,O=C(Cc1csc(NC(=O)c2cc(Oc3ccccc3)cc(-c3ccccn3)c2)n1)NC1CC1,1,TRUE,FALSE,
CHEMBL4636129,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL4636129,CHEMBL4636129,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.99,103.0,activation_by_potency,c1ccc(Oc2cc(Sc3ccncc3)cnc2Nc2nc(C3CC3)cs2)cc1,IYEJBIRMKQSGLJ-UHFFFAOYSA-N,418.55,418.55,6.5,7,1,59.93,7,1,4,29,0.37,C22H18N4OS2,0,,0.49,c1ccc(Oc2cc(Sc3ccncc3)cnc2Nc2nc(C3CC3)cs2)cc1,1,TRUE,FALSE,
CHEMBL4592224,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL4592224,CHEMBL4592224,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.985,83.0,activation_by_potency,CNC(=O)Nc1cc(Oc2cncc(C)c2)c([C@H]2C[C@@H]2C(C)(C)O)cn1,OTYIASMQWWGGNE-HIFRSBDPSA-N,356.43,356.43,3.2,5,3,96.37,5,0,2,26,0.76,C19H24N4O3,0,,3.88,c1cncc(Oc2ccncc2C2CC2)c1,2,TRUE,FALSE,
CHEMBL596032,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL596032,CHEMBL596032,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.985,60.0,activation,CCS(=O)(=O)c1ccc(Oc2cc3nc(-c4ccccn4)[nH]c3cc2CN2C(=O)CN(C)C2=O)cc1,XJPUFMSGFDSNKS-UHFFFAOYSA-N,505.56,505.56,3.6,7,1,125.56,7,1,4,36,0.38,C25H23N5O5S,1,"[""Dundee""]",3.62,O=C1CNC(=O)N1Cc1cc2[nH]c(-c3ccccn3)nc2cc1Oc1ccccc1,1,TRUE,FALSE,
CHEMBL1783739,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL1783739,CHEMBL1783739,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.96,110.0,activation_by_potency,Cc1ccc(NC(=O)[C@H](CC2CCCC2)n2ccc(S(=O)(=O)C3CC3)cc2=O)nc1,MVULCJLELFVNQE-IBGZPJMESA-N,429.54,429.54,3.25,6,1,98.13,7,0,2,30,0.73,C22H27N3O4S,0,,3.71,O=C(Nc1ccccn1)C(CC1CCCC1)n1ccc(S(=O)(=O)C2CC2)cc1=O,1,TRUE,FALSE,
CHEMBL3217923,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3217923,CHEMBL3217923,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.96,110.0,activation_by_potency,COC[C@H](C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nc(C)ns2)c1,NXWJQVBBXSGVOG-ZDUSSCGKSA-N,477.56,477.56,3.71,9,1,116.71,9,0,3,32,0.5,C21H23N3O6S2,0,,3.25,O=C(Nc1ncns1)c1cccc(Oc2ccccc2)c1,1,TRUE,FALSE,
CHEMBL3358428,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3358428,CHEMBL3358428,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.96,110.0,activation_by_potency,CCc1ncccc1Oc1cc(CCCCOC)cnc1NC(=O)NC,LSXSKCCBGGKZIS-UHFFFAOYSA-N,358.44,358.44,3.55,5,2,85.37,9,0,2,26,0.67,C19H26N4O3,2,"[""Dundee"", ""MLSMR""]",3.41,c1cncc(Oc2cccnc2)c1,9,TRUE,FALSE,
CHEMBL575055,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL575055,CHEMBL575055,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.96,109.0,activation_by_potency,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N(C)Cc4ccco4)cc3)sc2n1,HYJRDIDWEFMXIE-UHFFFAOYSA-N,554.69,554.69,5.42,8,1,114.63,10,2,4,38,0.28,C27H30N4O5S2,1,"[""MLSMR""]",,O=C(Nc1nc2cccnc2s1)C(CC1CCCC1)c1ccc(S(=O)(=O)NCc2ccco2)cc1,2,TRUE,FALSE,
CHEMBL575918,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL575918,CHEMBL575918,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.955,40.0,activation,Cc1cnc(Nc2ncnc3ccc(Oc4c(F)cccc4S(C)(=O)=O)cc23)cn1,ZUYWFBJBQWODEQ-UHFFFAOYSA-N,425.45,425.45,3.81,8,1,106.96,5,0,4,30,0.51,C20H16FN5O3S,0,,3.59,c1ccc(Oc2ccc3ncnc(Nc4cnccn4)c3c2)cc1,3,TRUE,FALSE,
CHEMBL3091582,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3091582,CHEMBL3091582,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.95,113.0,activation_by_potency,O=C(O)c1ccc(NC(=O)[C@H](CC2CCCCC2)n2cnc(S(=O)(=O)C3CC3)c2)nc1,AXBWQGYXJNMOEI-KRWDZBQOSA-N,446.53,446.53,3.06,7,2,131.25,8,0,2,31,0.64,C21H26N4O5S,0,,3.89,O=C(Nc1ccccn1)C(CC1CCCCC1)n1cnc(S(=O)(=O)C2CC2)c1,1,TRUE,FALSE,
CHEMBL3764668,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3764668,CHEMBL3764668,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.94,115.0,activation,CS(=O)(=O)c1ccc(C(CC2CCCC2)c2cc3cc(Br)cnc3[nH]2)cc1Cl,LMEULCGFTKAMLF-UHFFFAOYSA-N,481.84,481.84,6.09,3,1,62.82,5,1,3,28,0.48,C21H22BrClN2O2S,0,,0.85,c1ccc(C(CC2CCCC2)c2cc3cccnc3[nH]2)cc1,26,TRUE,FALSE,
CHEMBL4636595,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL4636595,CHEMBL4636595,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.94,116.0,activation_by_potency,c1ccc(Oc2cc(Sc3ccccn3)cnc2Nc2nc(C3CCCO3)ns2)cc1,QVKFVTKHQVFQKX-UHFFFAOYSA-N,449.56,449.56,5.87,9,1,82.05,7,1,4,31,0.38,C22H19N5O2S2,0,,1.07,c1ccc(Oc2cc(Sc3ccccn3)cnc2Nc2nc(C3CCCO3)ns2)cc1,1,TRUE,FALSE,
CHEMBL2204663,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2204663,CHEMBL2204663,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.93,114.0,activation_by_potency,CCn1cc2c(Oc3cnc(C(=O)N4CCC4)c(F)c3)cc(C(=O)Nc3cnc(C)cn3)cc2n1,VRBFJTUHFBTQRQ-UHFFFAOYSA-N,475.48,475.48,3.58,8,1,115.13,6,0,4,35,0.45,C24H22FN7O3,0,,3.36,O=C(Nc1cnccn1)c1cc(Oc2ccc(C(=O)N3CCC3)nc2)c2c[nH]nc2c1,2,TRUE,FALSE,
CHEMBL2023059,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2023059,CHEMBL2023059,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.92,120.0,activation,CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)C3CC3)cc2)cc(C(=O)NC2=NC(=O)CS2)c1,MXICWTQJUFSFHD-UHFFFAOYSA-N,500.6,500.6,4.12,7,1,111.13,8,1,2,34,0.54,C24H24N2O6S2,1,"[""Dundee""]",2.8,O=C1CSC(NC(=O)c2cccc(Oc3ccc(S(=O)(=O)C4CC4)cc3)c2)=N1,1,TRUE,FALSE,
CHEMBL2346898,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2346898,CHEMBL2346898,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.92,120.0,activation,O=C(NC1CC1)c1ccc2c(=O)n(C(CC3CCCCC3)C(=O)Nc3ncc(Cl)s3)cnc2c1,RRGQZTBCWCTGHA-UHFFFAOYSA-N,500.02,500.02,4.55,7,2,105.98,7,1,3,34,0.5,C24H26ClN5O3S,0,,2.37,O=C(NC1CC1)c1ccc2c(=O)n(C(CC3CCCCC3)C(=O)Nc3nccs3)cnc2c1,1,TRUE,FALSE,
CHEMBL2430862,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2430862,CHEMBL2430862,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.92,119.0,activation_by_potency,CC(C)c1csc(Nc2ncc(SCCn3ccnc3)cc2OCc2ccccc2)n1,SNXVAXLZSJDZMV-UHFFFAOYSA-N,451.62,451.62,5.97,8,1,64.86,10,1,4,31,0.3,C23H25N5OS2,0,,0.95,c1ccc(COc2cc(SCCn3ccnc3)cnc2Nc2nccs2)cc1,2,TRUE,FALSE,
CHEMBL3580739,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3580739,CHEMBL3580739,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.92,121.0,activation_by_potency,CN(C)C(=O)c1cnc(Oc2cc(C(=O)Nc3ccn(C)n3)cc3c2CC(C)(CO)O3)cn1,IYTLOIOQUUJLCQ-UHFFFAOYSA-N,452.47,452.47,1.64,9,2,131.7,6,0,3,33,0.58,C22H24N6O5,0,,5.42,O=C(Nc1cc[nH]n1)c1cc2c(c(Oc3cnccn3)c1)CCO2,1,TRUE,FALSE,
CHEMBL4101006,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL4101006,CHEMBL4101006,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.92,120.0,activation,O=C(Nc1ncc(F)s1)[C@H](CC1CCOCC1)n1ncc2c(S(=O)(=O)C3CC3)ccnc21,YKBDFPILEUOTGX-HNNXBMFYSA-N,479.56,479.56,2.96,9,1,116.07,7,0,3,32,0.55,C20H22FN5O4S2,0,,3.96,O=C(Nc1nccs1)C(CC1CCOCC1)n1ncc2c(S(=O)(=O)C3CC3)ccnc21,1,TRUE,FALSE,
CHEMBL4528539,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL4528539,CHEMBL4528539,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.915,14.0,activation_by_potency,CCOc1ccc(-c2cnc(NC(=O)NC)cc2Oc2c(F)cccc2F)cn1,VBTGCGZQBDFJSP-UHFFFAOYSA-N,400.39,400.39,4.36,5,2,85.37,6,0,3,29,0.64,C20H18F2N4O3,0,,3.49,c1ccc(Oc2ccncc2-c2cccnc2)cc1,4,TRUE,FALSE,
CHEMBL4644628,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL4644628,CHEMBL4644628,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.91,42.0,activation_by_potency,CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3cccnc3C)n2)CC1,WITGITFYEMHCEZ-UHFFFAOYSA-N,519.66,519.66,5.44,10,1,106.02,7,2,4,36,0.34,C25H25N7O2S2,0,,1.94,c1ccc(Sc2cnc(Nc3nc(C4CCNCC4)ns3)c(Oc3cccnc3)c2)nc1,3,TRUE,FALSE,
CHEMBL595362,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL595362,CHEMBL595362,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.91,60.0,activation,CCS(=O)(=O)c1ccc(Oc2cc3nc(-c4ccccn4)[nH]c3cc2CN2CCOC2=O)cc1,KZSSMVSIXNWYIC-UHFFFAOYSA-N,478.53,478.53,4.16,7,1,114.48,7,0,4,34,0.42,C24H22N4O5S,0,,3.06,O=C1OCCN1Cc1cc2[nH]c(-c3ccccn3)nc2cc1Oc1ccccc1,1,TRUE,FALSE,
CHEMBL2206785,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2206785,CHEMBL2206785,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.9,125.89,activation_by_potency,CCCCC(Oc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1nc(C)cs1,XLXVHERKNSKEAY-UHFFFAOYSA-N,456.96,456.96,4.81,8,1,94.82,8,0,4,31,0.41,C21H21ClN6O2S,1,"[""MLSMR""]",2.09,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1nccs1,2,TRUE,FALSE,
CHEMBL3218497,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3218497,CHEMBL3218497,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.9,127.0,activation_by_potency,COc1cnc(NC(=O)c2cc(Oc3cnc(C(=O)N(C)C)cn3)c3cc(C)oc3c2)cn1,JOUZBDDVEPPQRK-UHFFFAOYSA-N,448.44,448.44,3.08,9,1,132.57,6,0,4,33,0.47,C22H20N6O5,0,,3.82,O=C(Nc1cnccn1)c1cc(Oc2cnccn2)c2ccoc2c1,7,TRUE,FALSE,
CHEMBL3927808,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3927808,CHEMBL3927808,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.89,130.0,activation_by_potency,O=C(O)c1cccc(Oc2cnc(NC(=O)C(OC3CCOCC3)c3ccc(S(=O)(=O)C4CCCC4)nc3)s2)c1,HWUFKTWVDBXXQN-UHFFFAOYSA-N,587.68,587.68,4.62,10,2,154.01,10,1,3,40,0.34,C27H29N3O8S2,0,,2.27,O=C(Nc1ncc(Oc2ccccc2)s1)C(OC1CCOCC1)c1ccc(S(=O)(=O)C2CCCC2)nc1,1,TRUE,FALSE,
CHEMBL3932133,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3932133,CHEMBL3932133,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.89,130.0,activation_by_potency,O=C(NC1CC1)c1ccc(Oc2cnc(NC(=O)C(OC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)cc1,IEQYVVOMJPQWIO-UHFFFAOYSA-N,597.72,597.72,4.64,9,2,132.92,11,1,3,41,0.33,C29H31N3O7S2,0,,2.25,O=C(NC1CC1)c1ccc(Oc2cnc(NC(=O)C(OC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)cc1,1,TRUE,FALSE,
CHEMBL4441772,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL4441772,CHEMBL4441772,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.89,110.0,activation_by_potency,CNC(=O)Nc1cc(Oc2cncc(OC)c2)c(C2CCOCC2)cn1,NPKIDQHSXJPGIB-UHFFFAOYSA-N,358.4,358.4,2.92,6,2,94.6,5,0,2,26,0.85,C18H22N4O4,0,,4.04,c1cncc(Oc2ccncc2C2CCOCC2)c1,1,TRUE,FALSE,
CHEMBL2314804,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2314804,CHEMBL2314804,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.88,132.0,activation_by_potency,COC[C@H](C)Oc1cc(/C=C/c2cccc(C)n2)cc(C(=O)Nc2ccn(C)n2)c1,IUNHPCZTJOPKRL-IJDCCNJMSA-N,406.49,406.49,3.96,6,1,78.27,8,0,3,30,0.61,C23H26N4O3,1,"[""MLSMR""]",2.92,O=C(Nc1cc[nH]n1)c1cccc(C=Cc2ccccn2)c1,1,TRUE,FALSE,
CHEMBL2314808,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2314808,CHEMBL2314808,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.88,131.0,activation_by_potency,COC[C@H](C)Oc1cc(CCc2c(F)cccc2F)cc(C(=O)Nc2ccn(C)n2)c1,KMSVOHJWASFHPW-HNNXBMFYSA-N,429.47,429.47,4.15,5,1,65.38,9,0,3,31,0.56,C23H25F2N3O3,0,,2.73,O=C(Nc1cc[nH]n1)c1cccc(CCc2ccccc2)c1,6,TRUE,FALSE,
CHEMBL4471994,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL4471994,CHEMBL4471994,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.865,97.0,activation_by_potency,CNC(=O)Nc1cc(Oc2cncc(C)c2)c([C@@H]2CC[C@@H](O)C2)cn1,BXIBIRJEIUUHPD-CHWSQXEVSA-N,342.4,342.4,2.96,5,3,96.37,4,0,2,25,0.79,C18H22N4O3,0,,4.05,c1cncc(Oc2ccncc2C2CCCC2)c1,1,TRUE,FALSE,
CHEMBL4551474,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL4551474,CHEMBL4551474,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.865,45.0,activation_by_potency,CNC(=O)Nc1cc(Oc2c(F)cccc2F)c(-c2ccncc2)cn1,IWVFBQVZWNETRM-UHFFFAOYSA-N,356.33,356.33,3.97,4,2,76.14,4,0,3,26,0.74,C18H14F2N4O2,0,,3.38,c1ccc(Oc2ccncc2-c2ccncc2)cc1,1,TRUE,FALSE,
CHEMBL3091580,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3091580,CHEMBL3091580,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.86,137.0,activation_by_potency,O=C(O)c1ccc(NC(=O)[C@H](CC2CCCC2)n2cnc(S(=O)(=O)C3CC3)c2)nc1,NSASUTPYNBBWSU-INIZCTEOSA-N,432.5,432.5,2.67,7,2,131.25,8,0,2,30,0.66,C20H24N4O5S,0,,4.19,O=C(Nc1ccccn1)C(CC1CCCC1)n1cnc(S(=O)(=O)C2CC2)c1,1,TRUE,FALSE,
CHEMBL3338060,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3338060,CHEMBL3338060,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.85,88.0,activation_by_potency,CCc1ncccc1Oc1cc(Sc2ccccn2)cnc1NC(=O)NC,PIGWQTQWPKNWHF-UHFFFAOYSA-N,381.46,381.46,4.13,6,2,89.03,6,0,3,27,0.67,C19H19N5O2S,0,,2.93,c1ccc(Sc2cncc(Oc3cccnc3)c2)nc1,9,TRUE,FALSE,
CHEMBL519273,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL519273,CHEMBL519273,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.85,140.0,activation,O=C(Nc1ncc(F)s1)[C@H](CC1CCOCC1)c1ccc(S(=O)(=O)C2CCC2)cc1,DWIPGNHOTXSYBW-GOSISDBHSA-N,452.57,452.57,4.15,6,1,85.36,7,0,2,30,0.68,C21H25FN2O4S2,0,,2.7,O=C(Nc1nccs1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CCC2)cc1,1,TRUE,FALSE,
CHEMBL2023434,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2023434,CHEMBL2023434,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.84,144.0,activation,CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)N3CC4CCC(C3)O4)cc2)cc(C(=O)Nc2cc(C)n(C)n2)c1,DWWDHOWABXTSTF-UHFFFAOYSA-N,566.68,566.68,4.67,8,1,111.99,9,1,3,40,0.37,C29H34N4O6S,2,"[""Dundee"", ""MLSMR""]",2.17,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(S(=O)(=O)N3CC4CCC(C3)O4)cc2)c1,2,TRUE,FALSE,
CHEMBL4515481,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL4515481,CHEMBL4515481,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.84,110.0,activation_by_potency,CNC(=O)Nc1cc(Oc2cncc(OC)c2)c([C@@H]2CCOC2)cn1,IBPPUZGNCLRQEP-LLVKDONJSA-N,344.37,344.37,2.53,6,2,94.6,5,0,2,25,0.87,C17H20N4O4,0,,4.43,c1cncc(Oc2ccncc2C2CCOC2)c1,1,TRUE,FALSE,
CHEMBL596480,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL596480,CHEMBL596480,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.84,70.0,activation,CCS(=O)(=O)c1ccc(Oc2cc3nc(-c4ccccn4)[nH]c3cc2CN(C)C(C)=O)cc1,IHHUJYRBHNKJIO-UHFFFAOYSA-N,464.55,464.55,4.19,6,1,105.25,7,0,4,33,0.44,C24H24N4O4S,0,,2.96,c1ccc(Oc2ccc3[nH]c(-c4ccccn4)nc3c2)cc1,4,TRUE,FALSE,
CHEMBL604065,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL604065,CHEMBL604065,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.84,60.0,activation,CCS(=O)(=O)c1ccc(Oc2cc3nc(-c4ccccn4)[nH]c3cc2CN2CCCC2=O)cc1,AOPNJTOVUCKWEL-UHFFFAOYSA-N,476.56,476.56,4.33,6,1,105.25,7,0,4,34,0.43,C25H24N4O4S,0,,2.89,O=C1CCCN1Cc1cc2[nH]c(-c3ccccn3)nc2cc1Oc1ccccc1,1,TRUE,FALSE,
CHEMBL3338157,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3338157,CHEMBL3338157,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.835,111.0,activation_by_potency,CNC(=O)Nc1ncc(SC2CCN(C(C)=O)CC2)cc1Oc1cccnc1C,ZFQFBPPMMBJIKT-UHFFFAOYSA-N,415.52,415.52,3.43,6,2,96.45,5,0,2,29,0.78,C20H25N5O3S,0,,3.52,c1cncc(Oc2cncc(SC3CCNCC3)c2)c1,3,TRUE,FALSE,
CHEMBL5080166,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL5080166,CHEMBL5080166,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.83,148.0,activation,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3cnc(C(=O)N(C)C)cn3)cc(OC(C)C)c2)n1)OCC,MJSIJWAGQDTNDW-UHFFFAOYSA-N,560.55,560.55,4.43,11,1,147,13,2,3,39,0.3,C25H33N6O7P,2,"[""Dundee"", ""MLSMR""]",2.4,O=C(Nc1cc[nH]n1)c1cccc(Oc2cnccn2)c1,4,TRUE,FALSE,
CHEMBL577805,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL577805,CHEMBL577805,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.82,153.0,activation_by_potency,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N4CCOCC4)cc3)sc2n1,JYKYTQJQKUTHGE-UHFFFAOYSA-N,530.67,530.67,4.02,8,1,110.72,8,1,3,36,0.47,C25H30N4O5S2,1,"[""MLSMR""]",,O=C(Nc1nc2cccnc2s1)C(CC1CCCC1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,1,TRUE,FALSE,
CHEMBL1783748,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL1783748,CHEMBL1783748,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.8,160.0,activation_by_potency,Cc1ccc(NC(=O)[C@H](CC2CCC(F)(F)CC2)n2ccc(S(=O)(=O)C(C)C)cc2=O)nc1,CKPHRGNLPYRZKJ-IBGZPJMESA-N,481.57,481.57,4.13,6,1,98.13,7,0,2,33,0.64,C23H29F2N3O4S,0,,2.67,O=C(Nc1ccccn1)C(CC1CCCCC1)n1ccccc1=O,2,TRUE,FALSE,
CHEMBL2346751,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2346751,CHEMBL2346751,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.8,160.0,activation,Cc1cc(S(=O)(=O)C2CC2)cc(=O)n1[C@@H](CC1CCCC1)C(=O)Nc1ncc(Cl)s1,IAVMXMUGKVSJRB-INIZCTEOSA-N,470.02,470.02,3.96,7,1,98.13,7,0,2,30,0.66,C20H24ClN3O4S2,0,,2.84,O=C(Nc1nccs1)C(CC1CCCC1)n1ccc(S(=O)(=O)C2CC2)cc1=O,2,TRUE,FALSE,
CHEMBL2346754,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2346754,CHEMBL2346754,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.8,160.0,activation,Cc1cc(S(=O)(=O)C2CCCC2)cc(=O)n1[C@@H](CC1CCCCO1)C(=O)Nc1ncc(Cl)s1,UPWMIUMOXNRYCT-PKHIMPSTSA-N,514.07,514.07,4.12,8,1,107.36,7,1,2,33,0.6,C22H28ClN3O5S2,0,,2.68,O=C(Nc1nccs1)C(CC1CCCCO1)n1ccc(S(=O)(=O)C2CCCC2)cc1=O,3,TRUE,FALSE,
CHEMBL2346877,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2346877,CHEMBL2346877,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.8,160.0,activation,O=C(Nc1nccs1)[C@H](CC1CCCCC1)N1CCN(S(=O)(=O)c2ccco2)CC1=O,OQAZAMYMPJOLLO-INIZCTEOSA-N,466.59,466.59,2.55,7,1,112.82,7,0,2,31,0.67,C20H26N4O5S2,1,"[""MLSMR""]",4.25,O=C(Nc1nccs1)C(CC1CCCCC1)N1CCN(S(=O)(=O)c2ccco2)CC1=O,1,TRUE,FALSE,
CHEMBL3221481,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3221481,CHEMBL3221481,TRUE,FALSE,P3,6.5–7.0（0.1–0.32 µM）,6.8,158.49,activation_by_potency,COCC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(C)cn1,JDYZPAXARZYKOO-INIZCTEOSA-N,453.89,453.89,2.99,9,1,116.94,8,0,4,32,0.43,C21H20ClN7O3,1,"[""MLSMR""]",3.81,O=C(COc1ncnc2c1cnn2-c1ccccn1)Nc1ccccn1,21,TRUE,FALSE,
