molecule_chembl_id,molecule_pref_name,max_phase,first_approval,molecule_type,structure_type,source,activity_evidence,curated_direction,curated_mechanism,found_by_drug_annotation,parent_chembl_id,dedup_group,is_dedup_representative,is_salt,priority,potency_band,pactivity_median,potency_nm_min,direction,canonical_smiles,standard_inchi_key,mw_freebase,full_mwt,alogp,hba,hbd,psa,rtb,num_ro5_violations,aromatic_rings,heavy_atoms,qed_weighted,full_molformula,n_structural_alerts,structural_alert_sets,lle_max,murcko_scaffold,scaffold_cluster_size,is_scaffold_representative,is_positive_control,control_name
CHEMBL1778361,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL1778361,CHEMBL1778361,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.16,70.0,activation_by_potency,COC[C@H](C)Oc1cc(OC[C@H](C)c2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,LLYXTCIGDZEJAK-ROUUACIJSA-N,464.52,464.52,4.63,6,2,106.98,11,0,3,34,0.43,C26H28N2O6,0,,2.52,O=C(Nc1ccccn1)c1cccc(OCCc2ccccc2)c1,10,FALSE,FALSE,
CHEMBL3217921,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3217921,CHEMBL3217921,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.16,70.0,activation_by_potency,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(C(=O)Nc2nccs2)c1,PTAGXTKZJWWADL-LBPRGKRZSA-N,420.44,420.44,4.88,6,1,69.68,8,0,3,29,0.56,C20H18F2N2O4S,0,,2.27,O=C(Nc1nccs1)c1cccc(Oc2ccccc2)c1,46,FALSE,FALSE,
CHEMBL3911909,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3911909,CHEMBL3911909,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.16,68.8,activation_by_potency,CN1C(=O)CCC1c1cc2[nH]c(-c3ncc(CCC(=O)O)s3)cc2cc1Oc1ccc(S(C)(=O)=O)nc1,WWSAOOIZYXPBPR-UHFFFAOYSA-N,540.62,540.62,4.19,8,2,142.55,8,1,4,37,0.34,C25H24N4O6S2,0,,2.97,O=C1CCC(c2cc3[nH]c(-c4nccs4)cc3cc2Oc2cccnc2)N1,4,FALSE,FALSE,
CHEMBL4070998,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL4070998,CHEMBL4070998,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.16,68.5,activation,COc1ccc(Sc2ccc(Sc3ccccn3)nc2C(=O)Nc2ncc(CCC(=O)O)s2)cc1,SZYQPCWDTBUONO-UHFFFAOYSA-N,524.65,524.65,5.51,9,2,114.3,10,2,4,35,0.28,C24H20N4O4S3,0,,1.65,O=C(Nc1nccs1)c1nc(Sc2ccccn2)ccc1Sc1ccccc1,5,FALSE,FALSE,
CHEMBL4636593,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL4636593,CHEMBL4636593,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.16,69.0,activation_by_potency,C[C@@H](O)C(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3ccccc3)n2)CC1,OGTIVLDRXVBTPJ-QGZVFWFLSA-N,534.67,534.67,5.1,10,2,113.36,8,2,4,37,0.32,C26H26N6O3S2,0,,2.06,c1ccc(Oc2cc(Sc3ccccn3)cnc2Nc2nc(C3CCNCC3)ns2)cc1,8,FALSE,FALSE,
CHEMBL575088,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL575088,CHEMBL575088,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.16,40.0,activation,CS(=O)(=O)c1cccc(F)c1Oc1ccc2ncnc(Nc3cc[nH]n3)c2c1,RXGYMTMITMREME-UHFFFAOYSA-N,399.41,399.41,3.43,7,2,109.86,5,0,4,28,0.53,C18H14FN5O3S,0,,3.97,c1ccc(Oc2ccc3ncnc(Nc4cc[nH]n4)c3c2)cc1,10,FALSE,FALSE,
CHEMBL3971117,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3971117,CHEMBL3971117,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.14,71.8,activation_by_potency,COCc1ccc(Oc2cc3cc(-c4ccc(CCC(=O)O)cn4)[nH]c3cc2C2CCC(=O)N2C)cn1,WYYQNYCKTMDCDD-UHFFFAOYSA-N,500.56,500.56,4.87,6,2,117.64,9,1,4,37,0.34,C28H28N4O5,0,,2.27,O=C1CCC(c2cc3[nH]c(-c4ccccn4)cc3cc2Oc2cccnc2)N1,8,FALSE,FALSE,
CHEMBL577191,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL577191,CHEMBL577191,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.14,73.0,activation_by_potency,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N(C(C)C)C(C)C)cc3)sc2n1,FDTXHXNLSXQYKA-UHFFFAOYSA-N,544.74,544.74,5.81,7,1,101.49,10,2,3,37,0.35,C27H36N4O4S2,1,"[""MLSMR""]",,O=C(Nc1nc2cccnc2s1)C(CC1CCCC1)c1ccccc1,11,FALSE,FALSE,
CHEMBL575298,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL575298,CHEMBL575298,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.125,40.0,activation,Cn1ccc(Nc2ncnc3ccc(Oc4c(F)cccc4S(C)(=O)=O)cc23)n1,ISEKBEAABDINBR-UHFFFAOYSA-N,413.43,413.43,3.44,8,1,99,5,0,4,29,0.53,C19H16FN5O3S,0,,3.96,c1ccc(Oc2ccc3ncnc(Nc4cc[nH]n4)c3c2)cc1,10,FALSE,FALSE,
CHEMBL3966487,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3966487,CHEMBL3966487,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.12,51.5,activation_by_potency,CN1C(=O)CCC1c1cc2[nH]c(-c3ccc(CCC(=O)O)cn3)cc2cc1Oc1ccc(S(C)(=O)=O)cc1,XYJYFORPIPUOLC-UHFFFAOYSA-N,533.61,533.61,4.74,6,2,129.66,8,1,4,38,0.33,C28H27N3O6S,0,,2.55,O=C1CCC(c2cc3[nH]c(-c4ccccn4)cc3cc2Oc2ccccc2)N1,16,FALSE,FALSE,
CHEMBL5071861,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL5071861,CHEMBL5071861,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.12,75.0,activation,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(O[C@@H](C)COC)c2)n1)OCC,JHZBGABHBYHHQJ-IBGZPJMESA-N,595.61,595.61,4.97,11,1,144.28,15,2,3,40,0.24,C26H34N3O9PS,2,"[""Dundee"", ""MLSMR""]",2.15,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccccc2)c1,12,FALSE,FALSE,
CHEMBL5081517,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL5081517,CHEMBL5081517,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.12,76.0,activation,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(OC(CF)CF)c2)n1)OCC,SEJMSXUVFZPJEL-UHFFFAOYSA-N,601.57,601.57,5.24,10,1,135.05,15,2,3,40,0.23,C25H30F2N3O8PS,2,"[""Dundee"", ""MLSMR""]",1.88,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccccc2)c1,12,FALSE,FALSE,
CHEMBL563986,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL563986,CHEMBL563986,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.12,76.0,activation_by_potency,O=C(Nc1nccs1)c1nc(Sc2nnc[nH]2)ccc1Sc1ccc(F)cc1,ZUVMGEFQHYGEIF-UHFFFAOYSA-N,430.52,430.52,4.35,8,2,96.45,6,0,4,28,0.47,C17H11FN6OS3,0,,2.77,O=C(Nc1nccs1)c1nc(Sc2nnc[nH]2)ccc1Sc1ccccc1,11,FALSE,FALSE,
CHEMBL578638,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL578638,CHEMBL578638,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.12,30.0,activation,CCn1ccc(Nc2ncnc3ccc(Oc4c(F)cccc4S(C)(=O)=O)cc23)n1,CKHWLHPHVXMPHI-UHFFFAOYSA-N,427.46,427.46,3.92,8,1,99,6,0,4,30,0.5,C20H18FN5O3S,0,,3.6,c1ccc(Oc2ccc3ncnc(Nc4cc[nH]n4)c3c2)cc1,10,FALSE,FALSE,
CHEMBL3221520,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3221520,CHEMBL3221520,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.105,78.0,activation_by_potency,O=C(Nc1ccc(F)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ccccc1Cl,QAUDYLIIXRWNOA-SFHVURJKSA-N,483.89,483.89,2.07,9,2,118.29,7,0,4,34,0.41,C22H19ClFN7O3,0,,5.04,O=C(Nc1ccccn1)C(CN1CCC1)Oc1ncnc2c1cnn2-c1ccccc1,10,FALSE,FALSE,
CHEMBL4592014,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL4592014,CHEMBL4592014,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.105,51.0,activation_by_potency,CNC(=O)Nc1cc(Oc2cncc(C)c2)c([C@H]2C[C@@H](C(C)(C)O)C2)cn1,WAXBYAXGGJCVAK-OKILXGFUSA-N,370.45,370.45,3.59,5,3,96.37,5,0,2,27,0.75,C20H26N4O3,0,,3.7,c1cncc(Oc2ccncc2C2CCC2)c1,6,FALSE,FALSE,
CHEMBL3221528,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3221528,CHEMBL3221528,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.1,79.43,activation_by_potency,O=C(Nc1ccccn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1c(F)cccc1Cl,RAHYDCLHDREWBV-KRWDZBQOSA-N,483.89,483.89,2.07,9,2,118.29,7,0,4,34,0.41,C22H19ClFN7O3,0,,5.03,O=C(Nc1ccccn1)C(CN1CCC1)Oc1ncnc2c1cnn2-c1ccccc1,10,FALSE,FALSE,
CHEMBL5088988,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL5088988,CHEMBL5088988,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.1,79.0,activation,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(O[C@@H](C)CO)c2)n1)OCC,HRWWSLOOYSKNMT-SFHVURJKSA-N,581.58,581.58,4.31,11,2,155.28,14,2,3,39,0.26,C25H32N3O9PS,2,"[""Dundee"", ""MLSMR""]",2.79,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccccc2)c1,12,FALSE,FALSE,
CHEMBL3903467,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3903467,CHEMBL3903467,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.09,81.0,activation_by_potency,CN1C(=O)CCC1c1cc2[nH]c(-c3ccc(OCC(=O)O)cn3)cc2cc1Oc1ccc(S(C)(=O)=O)nc1,HXKGFDJNFGEIBJ-UHFFFAOYSA-N,536.57,536.57,3.58,8,2,151.78,8,1,4,38,0.34,C26H24N4O7S,0,,3.51,O=C1CCC(c2cc3[nH]c(-c4ccccn4)cc3cc2Oc2cccnc2)N1,8,FALSE,FALSE,
CHEMBL4516141,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL4516141,CHEMBL4516141,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.09,66.0,activation_by_potency,CNC(=O)Nc1cc(Oc2cncc(C)c2)c(CCCO)cn1,MFOQNGMSQDNKQC-UHFFFAOYSA-N,316.36,316.36,2.25,5,3,96.37,6,0,2,23,0.76,C16H20N4O3,0,,4.93,c1cncc(Oc2ccncc2)c1,5,FALSE,FALSE,
CHEMBL2023437,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2023437,CHEMBL2023437,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.08,83.5,activation,CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)N3CC[C@H](F)C3)cc2)cc(C(=O)Nc2ccn(C)n2)c1,FCCBNXQRQJFVDM-FQEVSTJZSA-N,528.61,528.61,4.54,7,1,102.76,9,1,3,37,0.41,C26H29FN4O5S,2,"[""Dundee"", ""MLSMR""]",2.54,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(S(=O)(=O)N3CCCC3)cc2)c1,2,FALSE,FALSE,
CHEMBL2315027,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2315027,CHEMBL2315027,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.08,83.0,activation_by_potency,COC[C@H](C)Oc1cc(/C=C/c2ccccc2OC)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,NSJMSUDOIJRJAU-IJDCCNJMSA-N,462.5,462.5,4.62,6,2,106.98,10,0,3,34,0.42,C26H26N2O6,2,"[""Dundee"", ""MLSMR""]",2.46,O=C(Nc1ccccn1)c1cccc(C=Cc2ccccc2)c1,10,FALSE,FALSE,
CHEMBL5083369,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL5083369,CHEMBL5083369,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.06,87.0,activation,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(O[C@@H](C)CF)c2)n1)OCC,OKNNOPOKYGFEEG-SFHVURJKSA-N,583.58,583.58,5.29,10,1,135.05,14,2,3,39,0.25,C25H31FN3O8PS,2,"[""Dundee"", ""MLSMR""]",1.77,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccccc2)c1,12,FALSE,FALSE,
CHEMBL2021545,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2021545,CHEMBL2021545,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.055,60.0,activation_by_potency,CC[C@@H](COC)Oc1cc(Oc2ccc(S(=O)(=O)OC)cc2)cc(C(=O)Nc2nccs2)c1,FDKFFOPQLBQTMX-INIZCTEOSA-N,492.58,492.58,4.33,9,1,113.05,11,0,3,33,0.39,C22H24N2O7S2,4,"[""Dundee"", ""Glaxo"", ""MLSMR""]",2.89,O=C(Nc1nccs1)c1cccc(Oc2ccccc2)c1,46,FALSE,FALSE,
CHEMBL1164184,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL1164184,CHEMBL1164184,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.05,89.0,activation,O=C(Nc1ncc(F)s1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,DBMFNEZMJWKKPU-UHFFFAOYSA-N,438.55,438.55,3.76,6,1,85.36,7,0,2,29,0.71,C20H23FN2O4S2,0,,3.29,O=C(Nc1nccs1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,15,FALSE,FALSE,
CHEMBL1778373,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL1778373,CHEMBL1778373,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.05,90.0,activation_by_potency,COC[C@H](C)Oc1cc(Oc2cc(F)cc(F)c2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,ONHAZCJPHPIFHW-ZDUSSCGKSA-N,458.42,458.42,4.52,6,2,106.98,9,0,3,33,0.49,C23H20F2N2O6,0,,2.53,O=C(Nc1ccccn1)c1cccc(Oc2ccccc2)c1,11,FALSE,FALSE,
CHEMBL2315025,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2315025,CHEMBL2315025,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.05,90.0,activation_by_potency,COC[C@H](C)Oc1cc(/C=C/c2c(F)cccc2F)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,OICTWINHANJRFJ-VFADXPBXSA-N,468.46,468.46,4.89,5,2,97.75,9,0,3,34,0.43,C25H22F2N2O5,2,"[""Dundee"", ""MLSMR""]",2.16,O=C(Nc1ccccn1)c1cccc(C=Cc2ccccc2)c1,10,FALSE,FALSE,
CHEMBL2408129,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2408129,CHEMBL2408129,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.05,90.0,activation_by_potency,Cc1cnc(-c2cc(Oc3ccc(S(=O)(=O)N(C)C)cc3)cc(O[C@@H](C)CO)c2)[nH]c1=O,LMMPRCSJTPBGGP-HNNXBMFYSA-N,459.52,459.52,2.55,7,2,121.82,8,0,3,32,0.53,C22H25N3O6S,1,"[""MLSMR""]",4.5,O=c1ccnc(-c2cccc(Oc3ccccc3)c2)[nH]1,12,FALSE,FALSE,
CHEMBL439344,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL439344,CHEMBL439344,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.05,90.0,activation_by_potency,CC(C)Oc1cc(O[C@H](C)Cc2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,CLRXIUJLHYPICH-QGZVFWFLSA-N,434.49,434.49,4.83,5,2,97.75,9,0,3,32,0.5,C25H26N2O5,0,,,O=C(Nc1ccccn1)c1cccc(OCCc2ccccc2)c1,10,FALSE,FALSE,
CHEMBL4469251,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL4469251,CHEMBL4469251,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.05,72.0,activation_by_potency,CNC(=O)Nc1cc(Oc2cncc(C)c2)c([C@H]2C[C@H](O)C2)cn1,WDQHHGIWBRALLU-HAQNSBGRSA-N,328.37,328.37,2.57,5,3,96.37,4,0,2,24,0.8,C17H20N4O3,0,,4.57,c1cncc(Oc2ccncc2C2CCC2)c1,6,FALSE,FALSE,
CHEMBL1258206,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL1258206,CHEMBL1258206,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.04,92.0,activation_by_potency,O=C(Nc1nccs1)/C(=C/C1CCCCC1)c1ccc(-n2nnnc2C(F)(F)F)c(Cl)c1,QIMSMHHSGVQCCP-GXDHUFHOSA-N,482.92,482.92,5.39,7,1,85.59,5,1,3,32,0.49,C20H18ClF3N6OS,3,"[""Dundee"", ""MLSMR""]",,O=C(Nc1nccs1)C(=CC1CCCCC1)c1ccc(-n2cnnn2)cc1,2,FALSE,FALSE,
CHEMBL2023055,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2023055,CHEMBL2023055,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.04,90.4,activation,COC1CCN(S(=O)(=O)c2ccc(Oc3cc(OCC=C(C)C)cc(C(=O)Nc4nccs4)c3)cc2)CC1,RSQVANLBVQMPIA-UHFFFAOYSA-N,557.69,557.69,5.33,8,1,107.06,10,2,3,38,0.34,C27H31N3O6S2,2,"[""Dundee"", ""MLSMR""]",1.71,O=C(Nc1nccs1)c1cccc(Oc2ccc(S(=O)(=O)N3CCCCC3)cc2)c1,2,FALSE,FALSE,
CHEMBL573064,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL573064,CHEMBL573064,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.04,40.0,activation,Cn1ccc(Nc2ncnc3ccc(Oc4ncccc4Cl)cc23)n1,DPOPBIKSYAJLLK-UHFFFAOYSA-N,352.79,352.79,3.95,7,1,77.75,4,0,4,25,0.6,C17H13ClN6O,0,,3.45,c1ccc(Oc2ccc3ncnc(Nc4cc[nH]n4)c3c2)nc1,6,FALSE,FALSE,
CHEMBL3908170,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3908170,CHEMBL3908170,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.03,93.0,activation_by_potency,Cc1cc(Oc2cnc(NC(=O)C(Oc3ccc(F)cc3F)c3ccc(S(=O)(=O)C4CC4)cc3)s2)ccc1C(=O)O,SZQNZELMHGHVQQ-UHFFFAOYSA-N,600.62,600.62,5.92,8,2,131.89,10,2,4,41,0.23,C28H22F2N2O7S2,0,,1.11,O=C(Nc1ncc(Oc2ccccc2)s1)C(Oc1ccccc1)c1ccc(S(=O)(=O)C2CC2)cc1,6,FALSE,FALSE,
CHEMBL2023063,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2023063,CHEMBL2023063,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.02,95.1,activation,CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)N3CCOCC3)cc2)cc(C(=O)Nc2cc(C)n(C)n2)c1,DGCABLZAVGULFA-UHFFFAOYSA-N,540.64,540.64,4.14,8,1,111.99,9,1,3,38,0.41,C27H32N4O6S,2,"[""Dundee"", ""MLSMR""]",2.88,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(S(=O)(=O)N3CCOCC3)cc2)c1,4,FALSE,FALSE,
CHEMBL2315023,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2315023,CHEMBL2315023,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.02,95.0,activation_by_potency,COC[C@H](C)Oc1cc(/C=C/c2ccc(F)cc2F)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,HKCJXSWTKIPQLN-BWPKMQGJSA-N,468.46,468.46,4.89,5,2,97.75,9,0,3,34,0.43,C25H22F2N2O5,2,"[""Dundee"", ""MLSMR""]",2.13,O=C(Nc1ccccn1)c1cccc(C=Cc2ccccc2)c1,10,FALSE,FALSE,
CHEMBL3235145,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3235145,CHEMBL3235145,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.02,95.0,activation_by_potency,Cc1cccnc1-c1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1,NUKLCFPZRXALBO-UHFFFAOYSA-N,465.56,465.56,4.96,7,1,98.25,6,0,4,32,0.43,C23H19N3O4S2,0,,2.06,O=C(Nc1nccs1)c1cc(Oc2ccccc2)cc(-c2ccccn2)c1,11,FALSE,FALSE,
CHEMBL3890502,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3890502,CHEMBL3890502,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.02,64.0,activation_by_potency,O=C(Nc1ncc(Oc2cccc(CO)c2)s1)C(OC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,DYFOIIONPREVID-UHFFFAOYSA-N,544.65,544.65,4.24,9,2,124.05,10,1,3,37,0.39,C26H28N2O7S2,0,,2.95,O=C(Nc1ncc(Oc2ccccc2)s1)C(OC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,11,FALSE,FALSE,
CHEMBL551977,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL551977,CHEMBL551977,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.02,60.0,activation_by_potency,CC(CCO)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nccs2)c1,CIEKVPSDCFZVBR-UHFFFAOYSA-N,462.55,462.55,3.74,8,2,114.82,9,0,3,31,0.5,C21H22N2O6S2,0,,3.48,O=C(Nc1nccs1)c1cccc(Oc2ccccc2)c1,46,FALSE,FALSE,
CHEMBL1255593,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL1255593,CHEMBL1255593,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.01,97.0,activation_by_potency,CS(=O)(=O)c1ccc(/C(=C\C2CCCC2)C(=O)Nc2ncc(C#N)s2)cc1,XOWPGRJGSIKPQR-LICLKQGHSA-N,401.51,401.51,3.63,6,1,99.92,5,0,2,27,0.77,C19H19N3O3S2,3,"[""Dundee"", ""MLSMR""]",,O=C(Nc1nccs1)C(=CC1CCCC1)c1ccccc1,10,FALSE,FALSE,
CHEMBL3358445,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL3358445,CHEMBL3358445,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.01,97.0,activation_by_potency,CCn1nccc1Oc1cc(C[C@H]2CC[C@@](C)(O)CC2)cnc1NC(=O)NC,PWPGDNXSBLRVKY-LDTOLXSISA-N,387.48,387.48,3.33,6,3,101.3,6,0,2,28,0.71,C20H29N5O3,0,,3.68,c1cc(Oc2cncc(CC3CCCCC3)c2)[nH]n1,4,FALSE,FALSE,
CHEMBL5093208,,,,Unknown,MOL,activity,TRUE,,,,CHEMBL5093208,CHEMBL5093208,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.01,98.0,activation,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(O[C@@H](CC)CO)c2)n1)OCC,KTLWJJNFELXUNX-FQEVSTJZSA-N,595.61,595.61,4.7,11,2,155.28,15,2,3,40,0.24,C26H34N3O9PS,2,"[""Dundee"", ""MLSMR""]",2.31,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccccc2)c1,12,FALSE,FALSE,
CHEMBL1778369,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL1778369,CHEMBL1778369,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.0,100.0,activation_by_potency,COC[C@H](C)Oc1cc(Oc2ccc(Cl)cc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,QQLRSGYTKYKGIH-AWEZNQCLSA-N,456.88,456.88,4.89,6,2,106.98,9,0,3,32,0.47,C23H21ClN2O6,0,,2.11,O=C(Nc1ccccn1)c1cccc(Oc2ccccc2)c1,11,FALSE,FALSE,
CHEMBL2023051,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2023051,CHEMBL2023051,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.0,101.0,activation,CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)N3CC4CCC(C3)O4)cc2)cc(C(=O)Nc2nccs2)c1,ACCXEVDGIPNJDN-UHFFFAOYSA-N,555.68,555.68,5.08,8,1,107.06,9,2,3,38,0.37,C27H29N3O6S2,2,"[""Dundee"", ""MLSMR""]",1.92,O=C(Nc1nccs1)c1cccc(Oc2ccc(S(=O)(=O)N3CC4CCC(C3)O4)cc2)c1,2,FALSE,FALSE,
CHEMBL2206786,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2206786,CHEMBL2206786,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.0,100.0,activation_by_potency,COCCC(Oc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1ccc(C)cn1,QOSFZTVPVNEQRB-UHFFFAOYSA-N,452.9,452.9,3.59,8,1,104.05,8,0,4,32,0.44,C22H21ClN6O3,1,"[""MLSMR""]",3.41,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1,18,FALSE,FALSE,
CHEMBL2206788,,,,Small molecule,MOL,activity,TRUE,,,,CHEMBL2206788,CHEMBL2206788,TRUE,FALSE,P4,7.0–7.5（32–100 nM）,7.0,100.0,activation_by_potency,COCCC(Oc1ncnc2c1cnn2-c1ccccc1C(F)(F)F)C(=O)Nc1ccc(C)cn1,AMHDUOXZVAFCJB-UHFFFAOYSA-N,486.45,486.45,3.96,8,1,104.05,8,0,4,35,0.4,C23H21F3N6O3,1,"[""MLSMR""]",3.04,O=C(COc1ncnc2c1cnn2-c1ccccc1)Nc1ccccn1,18,FALSE,FALSE,
