patent_id,patent_number,country,publication_date,family_id,title,surface_forms,n_mentions,hit_clms
23913149,EP-3327127-B1,EP,2021-03-24,49883289,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR SEQUENCE MANIPULATION AND THERAPEUTIC APPLICATIONS","[""Glucokinase (hexokinase 4) regulator""]",1,
20147841,EP-3436575-A1,EP,2019-02-06,56409151,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
20468877,EP-3470089-A1,EP,2019-04-17,53371970,"DELIVERY, USE AND THERAPEUTIC APPLICATIONS OF THE CRISPR-CAS SYSTEMS AND COMPOSITIONS FOR TARGETING DISORDERS AND DISEASES USING PARTICLE DELIVERY COMPONENTS","[""Glucokinase (hexokinase 4) regulator""]",1,
20469017,EP-3470519-A1,EP,2019-04-17,55274964,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
21764949,EP-3470519-B1,EP,2020-02-12,55274964,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
20688698,EP-3487862-A1,EP,2019-05-29,59501613,GLUCOKINASE ACTIVATORS AND METHODS OF USING SAME,"[""glucokinase regulatory protein""]",1,
20841893,EP-3500670-A1,EP,2019-06-26,61197453,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
32061823,EP-3500670-B1,EP,2024-07-10,61197453,METHOD FOR SELECTING TARGET SEQUENCES FOR GUIDE RNA OF CRISPR SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
20841718,EP-3500671-A1,EP,2019-06-26,61197035,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
32060705,EP-3500671-B1,EP,2024-07-10,61197035,METHOD OF SELECTING TARGET SEQUENCES FOR THE DESIGN OF GUIDE RNAS,"[""Glucokinase (hexokinase 4) regulator""]",2,
20840934,EP-3502253-A1,EP,2019-06-26,55274964,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
22327565,EP-3502253-B1,EP,2020-05-27,55274964,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
54585407,EP-3502253-B2,EP,2025-11-19,55274964,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
21183113,EP-3529379-A1,EP,2019-08-28,62023987,"SYSTEM AND METHOD FOR IMPLEMENTING MEAL SELECTION BASED ON VITALS, GENOTYPE, AND PHENOTYPE","[""glucokinase regulatory protein""]",1,
25780656,EP-3529379-B1,EP,2022-05-18,62023987,"SYSTEM AND METHOD FOR IMPLEMENTING MEAL SELECTION BASED ON VITALS, GENOTYPE, AND PHENOTYPE","[""glucokinase regulatory protein""]",1,
21246854,EP-3534976-A1,EP,2019-09-11,62076362,LIVER ORGANOID DISEASE MODELS AND METHODS OF MAKING AND USING SAME,"[""glucokinase regulatory protein""]",1,
21288085,EP-3540059-A1,EP,2019-09-18,44351525,BI-FUNCTIONAL COMPLEXES AND METHODS FOR MAKING AND USING SUCH COMPLEXES,"[""Glucokinase regulator"", ""glucokinase regulatory protein""]",3,
21512237,EP-3558375-A1,EP,2019-10-30,58360542,TREATMENT OF LIVER DISEASE,"[""GKRP"", ""glucokinase regulatory protein""]",19,
21732287,EP-3604532-A1,EP,2020-02-05,55274964,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
27794432,EP-3604532-B1,EP,2024-05-01,55274964,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
21899500,EP-3620524-A1,EP,2020-03-11,52105123,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR TARGETING AND MODELING DISEASES AND DISORDERS OF POST MITOTIC CELLS","[""Glucokinase (hexokinase 4) regulator""]",1,
22285059,EP-3653229-A1,EP,2020-05-20,52273585,"DELIVERY, USE AND THERAPEUTIC APPLICATIONS OF THE CRISPR-CAS SYSTEMS AND COMPOSITIONS FOR GENOME EDITING","[""Glucokinase (hexokinase 4) regulator""]",1,
22618295,EP-3681496-A1,EP,2020-07-22,60159269,AGENT,"[""glucokinase regulatory protein""]",2,
23156209,EP-3727469-A1,EP,2020-10-28,66995175,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
23156295,EP-3728575-A1,EP,2020-10-28,66995158,"CAS12B SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED DNA BASE EDITING","[""Glucokinase (hexokinase 4) regulator""]",2,
23155772,EP-3728576-A1,EP,2020-10-28,66993850,"CAS12B SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED RNA BASE EDITING","[""Glucokinase (hexokinase 4) regulator""]",2,
23156976,EP-3728588-A2,EP,2020-10-28,66992851,"CAS12A SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED RNA BASE EDITING","[""Glucokinase (hexokinase 4) regulator""]",2,
23608964,EP-3768294-A1,EP,2021-01-27,67986596,MODULATORS OF G-PROTEIN COUPLED RECEPTORS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
24063430,EP-3806719-A1,EP,2021-04-21,68839841,"METABOLOMIC SIGNATURES FOR PREDICTING, DIAGNOSING, AND PROGNOSING VARIOUS DISEASES INCLUDING CANCER","[""Glucokinase regulator""]",2,
54131191,EP-3806719-B1,EP,2025-08-20,68839841,METABOLOMIC SIGNATURES FOR DIAGNOSING AND PROGNOSING OVARIAN CANCER,"[""Glucokinase regulator""]",1,
24349684,EP-3833761-A1,EP,2021-06-16,67809656,NOVEL CAS12B ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
24906532,EP-3892608-A1,EP,2021-10-13,51989511,NOVEL N-3 IMMUNORESOLVENTS: STRUCTURES AND ACTIONS,"[""glucokinase regulatory protein""]",1,
53989068,EP-3892608-B1,EP,2025-07-23,51989511,NOVEL N-3 IMMUNORESOLVENTS: STRUCTURES AND ACTIONS,"[""glucokinase regulatory protein""]",1,
24985089,EP-3898958-A1,EP,2021-10-27,69191210,CRISPR-ASSOCIATED TRANSPOSASE SYSTEMS AND METHODS OF USE THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",1,
25018440,EP-3902555-A1,EP,2021-11-03,65030889,PEPTIDE AGONISTS OF ADIPONECTIN RECEPTOR 1 AND 2,"[""GKRP""]",2,
25295778,EP-3929287-A2,EP,2021-12-29,56345216,CRISPR ENZYME MUTATIONS REDUCING OFF-TARGET EFFECTS,"[""Glucokinase (hexokinase 4) regulator""]",2,
25482081,EP-3948294-A1,EP,2022-02-09,70058386,USE OF FOLLISTATIN IN TYPE 2 DIABETES RISK PREDICTION,"[""glucokinase regulatory protein""]",1,
27002694,EP-3948294-B1,EP,2023-06-07,70058386,USE OF FOLLISTATIN IN TYPE 2 DIABETES RISK PREDICTION,"[""glucokinase regulatory protein""]",1,
26187982,EP-4034660-A1,EP,2022-08-03,75166421,METHODS AND COMPOSITIONS FOR MODULATING FRATAXIN EXPRESSION AND TREATING FRIEDRICH'S ATAXIA,"[""GKRP""]",1,
26123751,EP-4085141-A1,EP,2022-11-09,76687481,GENOME EDITING USING REVERSE TRANSCRIPTASE ENABLED AND FULLY ACTIVE CRISPR COMPLEXES,"[""Glucokinase (hexokinase 4) regulator""]",1,
28009862,EP-4097099-B1,EP,2024-06-26,77199190,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
53308094,EP-4097099-B9,EP,2025-04-30,77199190,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
54437527,EP-4143183-B1,EP,2025-10-22,78331790,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
27302393,EP-4168540-A2,EP,2023-04-26,79268746,CRISPR-ASSOCIATED TRANSPOSASE SYSTEMS AND METHODS OF USE THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",1,
54439276,EP-4192831-B1,EP,2025-10-22,80117080,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
27140680,EP-4225928-A1,EP,2023-08-16,81125528,HELITRON MEDIATED GENETIC MODIFICATION,"[""Glucokinase (hexokinase 4) regulator""]",2,
27538992,EP-4299741-A2,EP,2024-01-03,49883289,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR SEQUENCE MANIPULATION AND THERAPEUTIC APPLICATIONS","[""Glucokinase (hexokinase 4) regulator""]",1,
27706986,EP-4337682-A2,EP,2024-03-20,82019613,MODULATORS OF G-PROTEIN COUPLED RECEPTORS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
47904174,EP-4399723-A1,EP,2024-07-17,85321465,SYSTEM AND METHOD FOR CARDIOVASCULAR HEALTH ASSESSMENT AND RISK MANAGEMENT,"[""glucokinase regulatory protein""]",1,
54471557,EP-4403638-A9,EP,2025-12-10,55274964,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
52255515,EP-4485466-A2,EP,2025-01-01,61197035,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
53125759,EP-4532770-A2,EP,2025-04-09,89025657,SYSTEMS AND METHODS FOR ANALYSIS OF SAMPLES ASSOCIATED WITH NONALCOHOLIC FATTY LIVER DISEASE,"[""Glucokinase regulator""]",1,
52765375,EP-4536293-A1,EP,2025-04-16,87517476,NUCLEOBASE EDITING SYSTEM AND METHOD OF USING SAME FOR MODIFYING NUCLEIC ACID SEQUENCES,"[""Glucokinase (hexokinase 4) regulator""]",1,
52882801,EP-4549566-A2,EP,2025-05-07,49883289,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR SEQUENCE MANIPULATION AND THERAPEUTIC APPLICATIONS","[""Glucokinase (hexokinase 4) regulator""]",1,
53620076,EP-4558624-A2,EP,2025-05-28,89618555,"GENE EDITING COMPONENTS, SYSTEMS, AND METHODS OF USE","[""Glucokinase (hexokinase 4) regulator""]",1,
53681516,EP-4562127-A1,EP,2025-06-04,89707203,POPULATION-SCALE ORGANOID POOLS,"[""glucokinase regulatory protein""]",1,
53921205,EP-4580752-A1,EP,2025-07-09,88412344,TREATMENTS FOR PRURIGO NODULARIS,"[""glucokinase regulatory protein""]",1,
54473589,EP-4638455-A1,EP,2025-10-29,89771888,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
19228186,US-10035826-B2,US,2018-07-31,36917149,Proteins and nucleic acids from meningitis/sepsis-associated Escherichia coli ,"[""Glucokinase regulator""]",1,
19767551,US-10130671-B2,US,2018-11-20,56127659,Chardonnay grape seed products for nonalcoholic fatty liver disease,"[""glucokinase regulatory protein""]",1,
19832523,US-10143703-B2,US,2018-12-04,53494054,Treating ocular neovascularization,"[""GKRP""]",2,
19897498,US-10155985-B2,US,2018-12-18,36703608,Evaluation of eosinophilic esophagitis,"[""Glucokinase (hexokinase 4) regulator""]",1,
20607458,US-10287576-B2,US,2019-05-14,38001974,Enzymatic encoding methods for efficient synthesis of large libraries,"[""Glucokinase regulator"", ""glucokinase regulatory protein""]",3,
22052724,US-10604541-B2,US,2020-03-31,59501613,Glucokinase activators and methods of using same,"[""glucokinase regulatory protein""]",1,
22245918,US-10648020-B2,US,2020-05-12,65517825,CRISPR enzymes and systems,"[""Glucokinase (hexokinase 4) regulator""]",1,
22351292,US-10669540-B2,US,2020-06-02,55274964,CRISPR enzymes and systems,"[""Glucokinase (hexokinase 4) regulator""]",1,
22577404,US-10711281-B2,US,2020-07-14,46785347,Adeno-associated viral (AAV) vectors useful for transducing adipose tissue,"[""GKRP""]",1,
23470363,US-10876100-B2,US,2020-12-29,56345216,Crispr enzyme mutations reducing off-target effects,"[""Glucokinase (hexokinase 4) regulator""]",2,
23569570,US-10894073-B2,US,2021-01-19,56127659,Pinot noir grape products for nonalcoholic fatty liver disease and other uses,"[""glucokinase regulatory protein""]",1,
23871983,US-10946108-B2,US,2021-03-16,52105124,"Delivery, use and therapeutic applications of the CRISPR-Cas systems and compositions for targeting disorders and diseases using viral components","[""Glucokinase (hexokinase 4) regulator""]",1,
23984807,US-10968257-B2,US,2021-04-06,68056902,Target recognition motifs and uses thereof,"[""Glucokinase (hexokinase 4) regulator""]",1,
24375272,US-11041173-B2,US,2021-06-22,49883289,"Delivery, engineering and optimization of systems, methods and compositions for sequence manipulation and therapeutic applications","[""Glucokinase (hexokinase 4) regulator""]",1,
24662260,US-11091798-B2,US,2021-08-17,65517825,CRISPR enzymes and systems,"[""Glucokinase (hexokinase 4) regulator""]",1,
25110118,US-11180751-B2,US,2021-11-23,56409151,CRISPR enzymes and systems,"[""Glucokinase (hexokinase 4) regulator""]",1,
25112449,US-11181524-B2,US,2021-11-23,68839841,"Metabolomic signatures for predicting, diagnosing, and prognosing various diseases including cancer","[""Glucokinase regulator""]",2,
25110077,US-11181525-B2,US,2021-11-23,68839841,"Metabolomic signatures for predicting, diagnosing, and prognosing various diseases including cancer","[""Glucokinase regulator""]",2,
25383871,US-11225655-B2,US,2022-01-18,44351525,Bi-functional complexes and methods for making and using such complexes,"[""Glucokinase regulator"", ""glucokinase regulatory protein""]",3,
25473633,US-11244752-B2,US,2022-02-08,62023987,"System and method for implementing meal selection based on vitals, genotype and phenotype","[""glucokinase regulatory protein""]",1,
25622952,US-11286478-B2,US,2022-03-29,58668960,Cpf1 complexes with reduced indel activity,"[""Glucokinase (hexokinase 4) regulator""]",1,
25878456,US-11352647-B2,US,2022-06-07,61197035,Crispr enzymes and systems,"[""Glucokinase (hexokinase 4) regulator""]",2,
26045823,US-11384344-B2,US,2022-07-12,69191210,CRISPR-associated transposase systems and methods of use thereof,"[""Glucokinase (hexokinase 4) regulator""]",1,
26343541,US-11535660-B1,US,2022-12-27,67986596,Modulators of G-protein coupled receptors,"[""GKRP"", ""glucokinase regulatory protein""]",2,
26420028,US-11547736-B2,US,2023-01-10,56127659,Sauvignon blanc grape seed products for nonalcoholic fatty liver disease,"[""glucokinase regulatory protein""]",1,
26885792,US-11629361-B2,US,2023-04-18,46785347,Adeno-associated viral (AAV) vectors useful for transducing adipose tissue,"[""GKRP""]",1,
26920656,US-11634755-B2,US,2023-04-25,65517825,Crispr enzymes and systems,"[""Glucokinase (hexokinase 4) regulator""]",1,
27332209,US-11644466-B2,US,2023-05-09,49949159,"Methods for treating, preventing and predicting risk of developing breast cancer","[""Glucokinase (hexokinase 4) regulator""]",1,
26990731,US-11667598-B2,US,2023-06-06,51989511,N-3 immunoresolvents: structures and actions,"[""glucokinase regulatory protein""]",1,
27095488,US-11690841-B2,US,2023-07-04,60159269,Glycolysis-activating agents for treatment or prevention of disease,"[""glucokinase regulatory protein""]",2,
27133956,US-11702652-B2,US,2023-07-18,38001974,Enzymatic encoding methods for efficient synthesis of large libraries,"[""Gluco kinase regulator""]",1,
27280534,US-11773432-B2,US,2023-10-03,65517825,CRISPR enzymes and systems,"[""Glucokinase (hexokinase 4) regulator""]",1,
27297095,US-11781172-B2,US,2023-10-10,65517825,Crispr enzymes and systems,"[""Glucokinase (hexokinase 4) regulator""]",1,
27403168,US-11810649-B2,US,2023-11-07,61281154,Methods for identifying novel gene editing elements,"[""Glucokinase (hexokinase 4) regulator""]",1,
27553128,US-11866728-B2,US,2024-01-09,87313522,Engineered retrons and methods of use,"[""Glucokinase (hexokinase 4) regulator""]",1,
27624686,US-11897851-B2,US,2024-02-13,80117080,Heterocyclic GLP-1 agonists,"[""GKRP"", ""glucokinase regulatory protein""]",2,
27687704,US-11926626-B2,US,2024-03-12,80354684,Heterocyclic GLP-1 agonists,"[""GKRP"", ""glucokinase regulatory protein""]",2,
27688840,US-11926643-B2,US,2024-03-12,77199190,Heterocyclic GLP-1 agonists,"[""GKRP"", ""glucokinase regulatory protein""]",2,
27859905,US-11999767-B2,US,2024-06-04,68056902,Target recognition motifs and uses thereof,"[""Glucokinase (hexokinase 4) regulator""]",1,
52113878,US-12221442-B2,US,2025-02-11,80354684,Heterocyclic GLP-1 agonists,"[""GKRP"", ""glucokinase regulatory protein""]",2,
52547751,US-12227742-B2,US,2025-02-18,67144241,Nucleic acid modifiers,"[""Glucokinase (hexokinase 4) regulator""]",1,
53325101,US-12252707-B2,US,2025-03-18,49883289,"Delivery, Engineering and optimization of systems, methods and compositions for sequence manipulation and therapeutic applications","[""Glucokinase (hexokinase 4) regulator""]",1,
53372110,US-12258594-B2,US,2025-03-25,71098344,Cas proteins with reduced immunogenicity and methods of screening thereof,"[""Glucokinase (hexokinase 4) regulator""]",2,
53025937,US-12264323-B2,US,2025-04-01,71945888,CRISPR CPF1 direct repeat variants,"[""Glucokinase (hexokinase 4) regulator""]",1,
53362745,US-12264328-B2,US,2025-04-01,90835481,"Gene editing components, systems, and methods of use","[""Glucokinase (hexokinase 4) regulator""]",1,
53362557,US-12264359-B2,US,2025-04-01,65517825,CRISPR enzymes and systems,"[""Glucokinase (hexokinase 4) regulator""]",1,
53376364,US-12281149-B2,US,2025-04-22,82019613,Modulators of G-protein coupled receptors,"[""GKRP"", ""glucokinase regulatory protein""]",2,
53292261,US-12291529-B2,US,2025-05-06,90364132,Heterocyclic GLP-1 agonists,"[""GKRP"", ""glucokinase regulatory protein""]",2,
53560272,US-12305204-B2,US,2025-05-20,61197453,CRISPR enzymes and systems,"[""Glucokinase (hexokinase 4) regulator""]",2,
53872683,US-12344838-B2,US,2025-07-01,58668960,CPF1 complexes with reduced indel activity,"[""Glucokinase (hexokinase 4) regulator""]",1,
53918329,US-12350368-B2,US,2025-07-08,62111239,Delivery of large payloads,"[""Glucokinase (hexokinase 4) regulator""]",1,
53952680,US-12359200-B2,US,2025-07-15,66101161,Methods and compositions for expansion of cell population,"[""glucokinase regulatory protein""]",1,
54019366,US-12371737-B2,US,2025-07-29,65517825,CRISPR enzymes and systems,"[""Glucokinase (hexokinase 4) regulator""]",1,
54222162,US-12410468-B2,US,2025-09-09,65517825,CRISPR enzymes and systems,"[""Glucokinase (hexokinase 4) regulator""]",1,
54655781,US-12486269-B2,US,2025-12-02,96661626,Compounds and compositions for treating conditions associated with calcitonin receptor and/or amylin receptor activity,"[""GKRP"", ""glucokinase regulatory protein""]",2,
5230653,US-20020012927-A1,US,2002-01-31,22693754,"Nucleic acid sequences associated wih aging, particularly skin aging","[""glucokinase regulatory protein""]",1,
5433805,US-20020082234-A1,US,2002-06-27,21835286,Genetic engineering,"[""Glucokinase regulator""]",1,
5203663,US-20020103360-A1,US,2002-08-01,29587543,Novel protein related to melanoma-inhibiting protein and uses thereof,"[""glucokinase regulatory protein""]",1,
5501651,US-20020119462-A1,US,2002-08-29,27578706,Molecular toxicology modeling,"[""glucokinase regulatory protein""]",1,
5359222,US-20020120116-A1,US,2002-08-29,22098202,ENTEROCOCCUS FAECALIS POLYNUCLEOTIDES AND POLYPEPTIDES,"[""Glucokinase regulator""]",1,
4913219,US-20030073163-A1,US,2003-04-17,26763735,Libraries of expressible gene sequences,"[""Glucokinase regulator""]",1,
5117817,US-20030104529-A1,US,2003-06-05,27413822,Novel nucleic acids and polypeptides,"[""Glucokinase regulator""]",2,
4784848,US-20030134302-A1,US,2003-07-17,26763735,Libraries of expressible gene sequences,"[""Glucokinase regulator""]",1,
4658026,US-20030176649-A1,US,2003-09-18,27223745,Vmglom gene and its mutations causing disorders with a vascular component,"[""glucokinase regulatory protein""]",2,
5119233,US-20030219744-A1,US,2003-11-27,46280461,Novel nucleic acids and polypeptides,"[""Glucokinase regulator""]",2,
4798407,US-20030224451-A1,US,2003-12-04,29587543,Novel protein related to melanoma-inhibiting protein and uses thereof,"[""glucokinase regulatory protein""]",1,
4339060,US-20040005559-A1,US,2004-01-08,30001099,Markers of neuronal differentiation and morphogenesis,"[""Glucokinase regulator""]",1,
4132411,US-20040009477-A1,US,2004-01-15,30117649,Methods for producing libraries of expressible gene sequences,"[""Glucokinase regulator""]",1,
4410989,US-20040018503-A1,US,2004-01-29,27027174,"Nucleotide sequence of the haemophilus influenza Rd genome, fragments thereof, and uses thereof","[""Glucokinase regulator""]",1,
4466828,US-20040029789-A1,US,2004-02-12,27586853,Novel proteins and nucleic acids encoding same,"[""Glucokinase regulator""]",1,
4474478,US-20040038207-A1,US,2004-02-26,22394714,Gene expression in bladder tumors,"[""Glucokinase regulator""]",1,
4397272,US-20040203093-A1,US,2004-10-14,27027173,"NUCLEOTIDE SEQUENCE OF THE HAEMOPHILUS INFLUENZAE RD GENOME, FRAGMENTS THEREOF, AND USES THEREOF","[""Glucokinase regulator""]",1,
3860456,US-20050048144-A1,US,2005-03-03,34217338,Herb extract-based cosmeceutical cream for controlling the blood sugar level of diabetes and methods for making it,"[""glucokinase regulatory protein""]",2,
4084989,US-20050131222-A1,US,2005-06-16,34658133,"Nucleotide sequence of the haemophilus influenzae Rd genome, fragments thereof, and uses thereof","[""Glucokinase regulator""]",1,
3909345,US-20050137125-A1,US,2005-06-23,34742984,concurrent administration of cysteamine hydrochloride with metformin ,"[""GKRP"", ""glucokinase regulatory protein""]",2,
4087694,US-20050147987-A1,US,2005-07-07,34713370,"Polymorphisms in known genes associated with type II diabetes and obesity, methods of detection and uses thereof","[""glucokinase regulatory protein""]",2,
4096760,US-20050239060-A1,US,2005-10-27,27413822,Novel nucleic acids and polypeptides,"[""Glucokinase regulator""]",2,
4089622,US-20050260158-A1,US,2005-11-24,35953911,Human stem cell materials and methods,"[""glucokinase regulatory protein""]",2,
3601123,US-20050282851-A1,US,2005-12-22,32469191,Substituted (thiazol-2-yl)-amide or sulfonamide as glycokinase activators useful in the treatment of type 2 diabetes,"[""GKRP""]",6,
3525267,US-20060275855-A1,US,2006-12-07,34066592,Enzyme array and assay,"[""Glucokinase regulator"", ""glucokinase regulatory protein""]",2,
2956433,US-20070031439-A1,US,2007-02-08,29587543,Novel protein related to melanoma-inhibiting protein and uses thereof,"[""glucokinase regulatory protein""]",1,
2883973,US-20070265297-A1,US,2007-11-15,34966970,"Thiazolopyridine Derivatives, Pharmaceut Ical Conditions Containing Them And Methods Of Treating Glucokinase Mediated Conditions","[""GKRP""]",6,
1933948,US-20080009465-A1,US,2008-01-10,38720453,NOVEL GLUCOKINASE ACTIVATORS AND METHODS OF USING SAME,"[""glucokinase regulatory protein""]",1,
2389601,US-20080021052-A1,US,2008-01-24,38895401,NOVEL GLUCOKINASE ACTIVATORS AND METHODS OF USING SAME,"[""glucokinase regulatory protein""]",1,
2452817,US-20080026987-A1,US,2008-01-31,34993345,Use of Liver-Selective Glucokinase Activators,"[""GKRP"", ""glucokinase regulatory protein""]",5,
2229009,US-20080085528-A1,US,2008-04-10,39275237,GLUCOKINASE ACTIVITY ASSAYS FOR MEASURING KINETIC AND ACTIVATION PARAMETERS,"[""glucokinase regulatory protein""]",1,
2271422,US-20080103167-A1,US,2008-05-01,34963913,Sulfonamide-Thiazolpyridine Derivatives As Glucokinase Activators Useful The Treatment Of Type 2 Diabetes,"[""GKRP""]",6,
2288889,US-20080193470-A1,US,2008-08-14,36917149,For immunizing against MNEC infections,"[""Glucokinase regulator""]",1,
2477831,US-20080312256-A1,US,2008-12-18,37606931,Organic Compounds,"[""GKRP""]",7,
1921379,US-20080318948-A1,US,2008-12-25,37714273,Organic Compounds,"[""GKRP""]",7,
718683,US-20090030046-A1,US,2009-01-29,39811513,NOVEL GLUCOKINASE ACTIVATORS AND METHODS OF USING SAME,"[""glucokinase regulatory protein""]",1,
1865139,US-20090048154-A1,US,2009-02-19,34742984,Compositions and Methods for Treating Diabetes,"[""GKRP"", ""glucokinase regulatory protein""]",2,
1686685,US-20090098130-A1,US,2009-04-16,39313161,GLUCAGON-LIKE PROTEIN-1 RECEPTOR (GLP-1R) AGONIST COMPOUNDS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
1690673,US-20090175832-A1,US,2009-07-09,40844744,Isolated Embryonic-Like Stem Cells Derived From Human Umbilical Cord Blood,"[""Glucokinase regulator""]",1,
1697233,US-20090264300-A1,US,2009-10-22,38001974,ENZYMATIC ENCODING METHODS FOR EFFICIENT SYNTHESIS OF LARGE LIBRARIES,"[""Glucokinase regulator"", ""glucokinase regulatory protein""]",3,
1699891,US-20090269774-A1,US,2009-10-29,36703608,EVALUATION OF EOSINOPHILIC ESOPHAGITIS,"[""Glucokinase (hexokinase 4) regulator""]",1,
1295366,US-20100056460-A1,US,2010-03-04,37605108,COMBINATION OF ORGANIC COMPOUNDS,"[""glucokinase regulatory protein""]",1,
1063064,US-20100063063-A1,US,2010-03-11,41228587,Substituted Heteroaryls,"[""glucokinase regulatory protein""]",1,
1180649,US-20100129440-A1,US,2010-05-27,39102910,EMBRYONIC-LIKE STEM CELLS DERIVED FROM ADULT HUMAN PERIPHERAL BLOOD AND METHODS OF USE,"[""Glucokinase regulator""]",2,
1092139,US-20100130435-A1,US,2010-05-27,39401439,UTILIZATION OF THE FUNCTION OF RARE SUGAR AS PROMOTER FOR THE MIGRATION OF GLUCOKINASE FROM NUCLEUS TO CYTOPLASM,"[""glucokinase regulatory protein""]",20,
1048908,US-20100144772-A1,US,2010-06-10,39636932,"2,2,2-TRI-SUBSTITUTED ACETAMIDE DERIVATIVES AS GLUCOKINASE ACTIVATORS, THEIR PROCESS AND PHARMACEUTICAL APPLICATION","[""GKRP"", ""glucokinase regulatory protein""]",4,
1074031,US-20100151062-A1,US,2010-06-17,42240845,Determining nutrients for animals through gene expression,"[""Glucokinase (hexokinase 4) regulator""]",1,
1144758,US-20100153016-A1,US,2010-06-17,42241553,Diagnostic system for selecting nutrition and pharmacological products for animals,"[""Glucokinase (hexokinase 4) regulator""]",1,
1128280,US-20100179121-A1,US,2010-07-15,39713941,"1,3-DIHYDROXY SUBSTITUTED PHENYLAMIDE GLUCOKINASE ACTIVATORS","[""glucokinase regulatory protein""]",1,
884821,US-20100184777-A1,US,2010-07-22,42026372,Substituted Pyrazinone Amides,"[""glucokinase regulatory protein""]",1,
917729,US-20100234285-A1,US,2010-09-16,42124287,Benzofuranyl Derivatives,"[""glucokinase regulatory protein""]",1,
909136,US-20100267708-A1,US,2010-10-21,40801688,GLUCOKINASE ACTIVATORS AND PHARMACEUTICAL COMPOSITIONS CONTAINING THE SAME AS AN ACTIVE INGREDIENT,"[""glucokinase regulatory protein""]",3,
1306525,US-20100292143-A1,US,2010-11-18,39864859,"PYRROLE-2-CARBOXAMIDE DERIVATIVES AS GLUCOKINASE ACTIVATORS, THEIR PROCESS AND PHARMACEUTICAL APPLICATION","[""GKRP"", ""glucokinase regulatory protein""]",2,
1309338,US-20100304988-A1,US,2010-12-02,38926418,DIAGNOSTIC OF IMMUNE GRAFT TOLERANCE,"[""GKRP""]",1,
1189139,US-20100305038-A1,US,2010-12-02,38925557,DIAGNOSTIC OF IMMUNE GRAFT TOLERANCE USING TMTC3 GENE EXPRESSION LEVELS,"[""GKRP""]",1,
1316520,US-20100310493-A1,US,2010-12-09,40467365,"ACETAMIDE DERIVATIVES AS GLUCOKINASE ACTIVATORS, THEIR PROCESS AND MEDICINAL APPLICATION","[""GKRP"", ""glucokinase regulatory protein""]",2,
1321830,US-20100324071-A1,US,2010-12-23,39811513,NOVEL GLUCOKINASE ACTIVATORS AND METHODS OF USING SAME,"[""glucokinase regulatory protein""]",1,
