patent_id,patent_number,country,publication_date,family_id,title,surface_forms,n_mentions,hit_clms
1328277,US-20100330021-A1,US,2010-12-30,32469191,SUBSTITUTED (THIAZOL-2-YL)-AMIDE OR SULFONAMIDE AS GLYCOKINASE ACTIVATORS USEFUL IN THE TREATMENT OF TYPE 2 DIABETES,"[""GKRP""]",6,
185860,US-20110023139-A1,US,2011-01-27,43498445,GENOMIC EDITING OF GENES INVOLVED IN CARDIOVASCULAR DISEASE,"[""Glucokinase (hexokinase 4) regulator""]",1,
227794,US-20110030072-A1,US,2011-02-03,43528264,GENOME EDITING OF IMMUNODEFICIENCY GENES IN ANIMALS,"[""Glucokinase (hexokinase 4) regulator""]",1,
376218,US-20110118211-A1,US,2011-05-19,38720453,NOVEL GLUCOKINASE ACTIVATORS AND METHODS OF USING SAME,"[""glucokinase regulatory protein""]",1,
426903,US-20110130365-A1,US,2011-06-02,41091993,Fluorinated Heteroaryls,"[""glucokinase regulatory protein""]",1,
445436,US-20110153221-A1,US,2011-06-23,42241553,DIAGNOSTIC SYSTEM FOR SELECTING NUTRITION AND PHARMACOLOGICAL PRODUCTS FOR ANIMALS,"[""Glucokinase (hexokinase 4) regulator""]",1,
596785,US-20110230445-A1,US,2011-09-22,41228587,Substituted Heteroaryls,"[""glucokinase regulatory protein""]",1,
597862,US-20110236903-A1,US,2011-09-29,42233644,MATERIALS AND METHODS FOR DETERMINING DIAGNOSIS AND PROGNOSIS OF PROSTATE CANCER,"[""Glucokinase (hexokinase 4) regulator""]",1,
679605,US-20110263441-A1,US,2011-10-27,41728300,"COMPOSITIONS, KITS, AND METHODS FOR IDENTIFICATION, ASSESSMENT, PREVENTION, AND THERAPY OF HEPATIC DISORDERS","[""Glucokinase (hexokinase 4) regulator""]",1,
8571499,US-20110319379-A1,US,2011-12-29,42312781,Substituted Indazole Amides And Their Use As Glucokinase Activators,"[""glucokinase regulatory protein""]",1,
234075,US-20120088760-A1,US,2012-04-12,40801688,GLUCOKINASE ACTIVATORS AND PHARMACEUTICAL COMPOSITIONS CONTAINING THE SAME AS AN ACTIVE INGREDIENT,"[""glucokinase regulatory protein""]",3,
7395123,US-20120142636-A1,US,2012-06-07,38720453,NOVEL GLUCOKINASE ACTIVATORS AND METHODS OF USING SAME,"[""glucokinase regulatory protein""]",1,
9616220,US-20120192298-A1,US,2012-07-26,46545179,METHOD FOR GENOME EDITING,"[""Glucokinase (hexokinase 4) regulator""]",2,
10415765,US-20120214735-A1,US,2012-08-23,46653250,"ACETAMIDE DERIVATIVES AS GLUCOKINASE ACTIVATORS, THEIR PROCESS AND MEDICINAL APPLICATIONS","[""GKRP"", ""glucokinase regulatory protein""]",2,
10434435,US-20120225854-A1,US,2012-09-06,44840531,COMPOUNDS THAT INTERACT WITH GLUCOKINASE REGULATORY PROTEIN FOR THE TREATMENT OF DIABETES,"[""GKRP"", ""glucokinase regulatory protein""]",661,
10434237,US-20120225910-A1,US,2012-09-06,41228587,Substituted Heteroaryls,"[""glucokinase regulatory protein""]",1,
10548014,US-20120282279-A1,US,2012-11-08,45401106,Anti-Diabetic Compounds,"[""GKRP"", ""glucokinase regulatory protein""]",2,
10683554,US-20130029939-A1,US,2013-01-31,44210782,NOVEL GLUCOKINASE ACTIVATORS AND METHODS OF USING SAME,"[""glucokinase regulatory protein""]",1,
12171169,US-20130164310-A1,US,2013-06-27,47561699,ANTI-DIABETIC COMPOUNDS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
12172527,US-20130165452-A1,US,2013-06-27,41228587,Substituted Heteroaryls,"[""glucokinase regulatory protein""]",1,
12186299,US-20130172273-A1,US,2013-07-04,42985395,CYCLOTETRAPEPTIDES WITH PRO-ANGIOGENIC PROPERTIES,"[""Glucokinase (hexokinase 4) regulator""]",1,
12322745,US-20130252973-A1,US,2013-09-26,42124287,Benzofuranyl Derivatives,"[""glucokinase regulatory protein""]",1,
12378481,US-20130281324-A1,US,2013-10-24,44351525,BI-FUNCTINAL COMPLEXES AND METHODS FOR MAKING AND USING SUCH COMPLEXES,"[""Glucokinase regulator"", ""glucokinase regulatory protein""]",3,
12750732,US-20140155415-A1,US,2014-06-05,45952660,BENZODIOXEPINE AND BENZODIOXINE COMPOUNDS THAT INTERACT WITH GLUCOKINASE REGULATORY PROTEIN FOR THE TREATMENT OF DIABETES,"[""GKRP"", ""glucokinase regulatory protein""]",265,
12788895,US-20140179770-A1,US,2014-06-26,49883289,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR SEQUENCE MANIPULATION AND THERAPEUTIC APPLICATIONS","[""Glucokinase (hexokinase 4) regulator""]",1,
12898772,US-20140242699-A1,US,2014-08-28,49883289,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR SEQUENCE MANIPULATION AND THERAPEUTIC APPLICATIONS","[""Glucokinase (hexokinase 4) regulator""]",1,
13081151,US-20140336267-A1,US,2014-11-13,39401439,UTILIZATION OF THE FUNCTION OF RARE SUGAR AS PROMOTER FOR THE MIGRATION OF GLUCOKINASE FROM NUCLEUS TO CYTOPLASM,"[""glucokinase regulatory protein""]",20,
13114459,US-20140356389-A1,US,2014-12-04,36917149,PROTEINS AND NUCLEIC ACIDS FROM MENINGITIS/SEPSIS-ASSOCIATED ESCHERICHIA COLI,"[""Glucokinase regulator""]",1,
13784337,US-20150218151-A1,US,2015-08-06,50387521,NOVEL PHENYLACETAMIDE COMPOUND AND PHARMACEUTICAL CONTAINING SAME,"[""GKRP"", ""glucokinase regulatory protein""]",6,
13847516,US-20150232883-A1,US,2015-08-20,53371970,"DELIVERY, USE AND THERAPEUTIC APPLICATIONS OF THE CRISPR-CAS SYSTEMS AND COMPOSITIONS FOR TARGETING DISORDERS AND DISEASES USING PARTICLE DELIVERY COMPONENTS","[""Glucokinase (hexokinase 4) regulator""]",1,
14113876,US-20150291966-A1,US,2015-10-15,48914461,INDUCIBLE DNA BINDING PROTEINS AND GENOME PERTURBATION TOOLS AND APPLICATIONS THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",2,
14756474,US-20160040125-A1,US,2016-02-11,50685978,A HUMAN BLOOD-BRAIN BARRIER MODEL DERIVED FROM STEM CELLS,"[""Glucokinase (hexokinase 4) regulator""]",1,
15127743,US-20160115112-A1,US,2016-04-28,51989511,NOVEL N-3 IMMUNORESOLVENTS: STRUCTURES AND ACTIONS,"[""glucokinase regulatory protein""]",1,
15332577,US-20160153004-A1,US,2016-06-02,52105123,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR TARGETING AND MODELING DISEASES AND DISORDERS OF POST MITOTIC CELLS","[""Glucokinase (hexokinase 4) regulator""]",1,
15448556,US-20160175462-A1,US,2016-06-23,52105124,"DELIVERY, USE AND THERAPEUTIC APPLICATIONS OF THE CRISPR-CAS SYSTEMS AND COMPOSITIONS FOR TARGETING DISORDERS AND DISEASES USING VIRAL COMPONENTS","[""Glucokinase (hexokinase 4) regulator""]",1,
15586414,US-20160208243-A1,US,2016-07-21,55274964,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
15759826,US-20160244489-A1,US,2016-08-25,36917149,PROTEINS AND NUCLEIC ACIDS FROM MENINGITIS/SEPSIS-ASSOCIATED ESCHERICHIA COLI,"[""Glucokinase regulator""]",1,
16103393,US-20160319303-A1,US,2016-11-03,46785347,ADENO-ASSOCIATED VIRAL (AAV) VECTORS USEFUL FOR TRASDUCING ADIPOSE TISSUE,"[""GKRP""]",1,
16195828,US-20160340661-A1,US,2016-11-24,52273585,"DELIVERY, USE AND THERAPEUTIC APPLICATIONS OF THE CRISPR-CAS SYSTEMS AND COMPOSITIONS FOR GENOME EDITING","[""Glucokinase (hexokinase 4) regulator""]",1,
16575348,US-20170042926-A1,US,2017-02-16,53494054,TREATING OCULAR NEOVASCULARIZATION,"[""GKRP""]",2,
16656956,US-20170067111-A1,US,2017-03-09,36703608,Evaluation of Eosinophilic Esophagitis,"[""Glucokinase (hexokinase 4) regulator""]",1,
16787959,US-20170107536-A1,US,2017-04-20,49883289,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR SEQUENCE MANIPULATION AND THERAPEUTIC APPLICATIONS","[""Glucokinase (hexokinase 4) regulator""]",1,
17012554,US-20170151339-A1,US,2017-06-01,55019915,TARGETED CONJUGATES AND PARTICLES AND FORMULATIONS THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",1,
17012441,US-20170152528-A1,US,2017-06-01,49883289,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR SEQUENCE MANIPULATION AND THERAPEUTIC APPLICATIONS","[""Glucokinase (hexokinase 4) regulator""]",1,
17094381,US-20170166903-A1,US,2017-06-15,48914461,INDUCIBLE DNA BINDING PROTEINS AND GENOME PERTURBATION TOOLS AND APPLICATIONS THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",2,
17579458,US-20170247688-A1,US,2017-08-31,38001974,ENZYMATIC ENCODING METHODS FOR EFFICIENT SYNTHESIS OF LARGE LIBRARIES,"[""Glucokinase regulator"", ""glucokinase regulatory protein""]",3,
18186189,US-20170368128-A1,US,2017-12-28,56127659,Grape Seed Products For Nonalcoholic Fatty Liver Disease And Other Uses,"[""glucokinase regulatory protein""]",1,
18512312,US-20180068062-A1,US,2018-03-08,61281154,METHODS FOR IDENTIFYING NOVEL GENE EDITING ELEMENTS,"[""Glucokinase (hexokinase 4) regulator""]",1,
18789714,US-20180118654-A1,US,2018-05-03,51989511,Novel N-3 Immunoresolvents: Structures and Actions,"[""glucokinase regulatory protein""]",1,
18828325,US-20180126003-A1,US,2018-05-10,56014752,NEW TARGETS FOR RNA THERAPEUTICS,"[""glucokinase regulatory protein""]",2,
18879091,US-20180144820-A1,US,2018-05-24,62023987,"SYSTEM AND METHOD FOR IMPLEMENTING MEAL SELECTION BASED ON VITALS, GENOTYPE AND PHENOTYPE","[""glucokinase regulatory protein""]",1,
18956692,US-20180155716-A1,US,2018-06-07,55274964,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
19320155,US-20180240542-A1,US,2018-08-23,62023987,"SYSTEM AND METHOD FOR IMPLEMENTING MEAL SELECTION BASED ON VITALS, GENOTYPE AND PHENOTYPE","[""glucokinase regulatory protein""]",1,
19607444,US-20180298064-A1,US,2018-10-18,36917149,PROTEINS AND NUCLEIC ACIDS FROM MENINGITIS/SEPSIS-ASSOCIATED ESCHERICHIA COLI,"[""Glucokinase regulator""]",1,
19713502,US-20180320163-A1,US,2018-11-08,56409151,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
20025894,US-20190010471-A1,US,2019-01-10,56345216,CRISPR ENZYME MUTATIONS REDUCING OFF-TARGET EFFECTS,"[""Glucokinase (hexokinase 4) regulator""]",2,
20124185,US-20190032036-A1,US,2019-01-31,56345216,CRISPR ENZYME MUTATIONS REDUCING OFF-TARGET EFFECTS,"[""Glucokinase (hexokinase 4) regulator""]",2,
20252516,US-20190071717-A1,US,2019-03-07,65517825,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
20331469,US-20190085034-A1,US,2019-03-21,59851424,ANTIBODY MIMIC CONJUGATES AND PARTICLES,"[""Glucokinase (hexokinase 4) regulator""]",1,
20477023,US-20190111099-A1,US,2019-04-18,56127659,Grape Products For Nonalcoholic Fatty Liver Disease And Other Uses,"[""glucokinase regulatory protein""]",1,
20879470,US-20190201430-A1,US,2019-07-04,53494054,TREATING OCULAR NEOVASCULARIZATION,"[""GKRP""]",2,
20884970,US-20190203212-A1,US,2019-07-04,48914461,INDUCIBLE DNA BINDING PROTEINS AND GENOME PERTURBATION TOOLS AND APPLICATIONS THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",2,
20968594,US-20190218602-A1,US,2019-07-18,65517825,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
21032534,US-20190233449-A1,US,2019-08-01,59501613,GLUCOKINASE ACTIVATORS AND METHODS OF USING SAME,"[""glucokinase regulatory protein""]",1,
21037024,US-20190233814-A1,US,2019-08-01,57944486,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
21148837,US-20190256900-A1,US,2019-08-22,65517825,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
21362464,US-20190300581-A1,US,2019-10-03,68056902,TARGET RECOGNITION MOTIFS AND USES THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",1,
21358212,US-20190300870-A1,US,2019-10-03,68054887,TARGET RECOGNITION MOTIFS AND USES THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",1,
21520129,US-20190330618-A1,US,2019-10-31,38001974,ENZYMATIC ENCODING METHODS FOR EFFICIENT SYNTHESIS OF LARGE LIBRARIES,"[""Glucokinase regulator"", ""glucokinase regulatory protein""]",3,
21804569,US-20200056157-A1,US,2020-02-20,62076362,LIVER ORGANOID DISEASE MODELS AND METHODS OF MAKING AND USING SAME,"[""glucokinase regulatory protein""]",1,
21909958,US-20200080112-A1,US,2020-03-12,61197035,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
21921755,US-20200087641-A1,US,2020-03-19,56345216,CRISPR ENZYME MUTATIONS REDUCING OFF-TARGET EFFECTS,"[""Glucokinase (hexokinase 4) regulator""]",2,
22435694,US-20200188394-A1,US,2020-06-18,58360542,TREATMENT OF LIVER DISEASE,"[""GKRP"", ""glucokinase regulatory protein""]",19,
22434506,US-20200190487-A1,US,2020-06-18,69191210,CRISPR-ASSOCIATED TRANSPOSASE SYSTEMS AND METHODS OF USE THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",1,
22488682,US-20200199555-A1,US,2020-06-25,71098344,CAS PROTEINS WITH REDUCED IMMUNOGENICITY AND METHODS OF SCREENING THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",2,
22489203,US-20200200754-A1,US,2020-06-25,68839841,"Metabolomic Signatures for Predicting, Diagnosing, and Prognosing Various Diseases Including Cancer","[""Glucokinase regulator""]",2,
22560245,US-20200216836-A1,US,2020-07-09,38001974,ENZYMATIC ENCODING METHODS FOR EFFICIENT SYNTHESIS OF LARGE LIBRARIES,"[""Glucokinase regulator"", ""glucokinase regulatory protein""]",3,
22740192,US-20200255861-A1,US,2020-08-13,71945888,CRISPR CPF1 DIRECT REPEAT VARIANTS,"[""Glucokinase (hexokinase 4) regulator""]",1,
22783303,US-20200263166-A1,US,2020-08-20,58668960,CPF1 COMPLEXES WITH REDUCED INDEL ACTIVITY,"[""Glucokinase (hexokinase 4) regulator""]",1,
22781046,US-20200263190-A1,US,2020-08-20,58701849,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
22819402,US-20200268750-A1,US,2020-08-27,60159269,AGENT,"[""glucokinase regulatory protein""]",2,
22822685,US-20200270640-A1,US,2020-08-27,46785347,Adeno-associated viral (AAV) vectors useful for transducing adipose tissue,"[""GKRP""]",1,
22887195,US-20200283743-A1,US,2020-09-10,61197453,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
23047111,US-20200318172-A1,US,2020-10-08,65517825,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
23044365,US-20200318173-A1,US,2020-10-08,65517825,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
23166641,US-20200340015-A1,US,2020-10-29,53371970,"DELIVERY, USE AND THERAPEUTIC APPLICATIONS OF THE CRISPR-CAS SYSTEMS AND COMPOSITIONS FOR TARGETING DISORDERS AND DISEASES USING PARTICLE DELIVERY COMPONENTS","[""Glucokinase (hexokinase 4) regulator""]",1,
23411307,US-20200392473-A1,US,2020-12-17,66995175,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
23482879,US-20200405639-A1,US,2020-12-31,62111239,NOVEL DELIVERY OF LARGE PAYLOADS,"[""Glucokinase (hexokinase 4) regulator""]",1,
23507591,US-20210003578-A1,US,2021-01-07,68839841,"Metabolomic Signatures for Predicting, Diagnosing, and Prognosing Various Diseases Including Cancer","[""Glucokinase regulator""]",2,
23667698,US-20210040546-A1,US,2021-02-11,65517825,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
23847546,US-20210071163-A1,US,2021-03-11,66993850,"CAS12B SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED RNA BASE EDITING","[""Glucokinase (hexokinase 4) regulator""]",2,
23890920,US-20210079366-A1,US,2021-03-18,66992851,"CAS12A SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED RNA BASE EDITING","[""Glucokinase (hexokinase 4) regulator""]",2,
23994905,US-20210102197-A1,US,2021-04-08,75274914,"DESIGNING SENSITIVE, SPECIFIC, AND OPTIMALLY ACTIVE BINDING MOLECULES FOR DIAGNOSTICS AND THERAPEUTICS","[""Glucokinase (hexokinase 4) regulator""]",1,
24070324,US-20210115094-A1,US,2021-04-22,68056902,TARGET RECOGNITION MOTIFS AND USES THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",1,
24283231,US-20210163944-A1,US,2021-06-03,67809656,NOVEL CAS12B ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
24506099,US-20210214724-A1,US,2021-07-15,67144241,NOVEL NUCLEIC ACID MODIFIERS,"[""Glucokinase (hexokinase 4) regulator""]",1,
24592156,US-20210236581-A1,US,2021-08-05,56127659,Grape Products For Nonalcoholic Fatty Liver Disease And Other Uses,"[""glucokinase regulatory protein""]",1,
24672771,US-20210254056-A1,US,2021-08-19,64016752,IDENTIFICATION AND TARGETED MODULATION OF GENE SIGNALING NETWORKS,"[""Glucokinase regulator""]",1,
25061531,US-20210348156-A1,US,2021-11-11,56409151,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
25059415,US-20210348157-A1,US,2021-11-11,56409151,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
25132410,US-20210361779-A1,US,2021-11-25,52105124,"DELIVERY, USE AND THERAPEUTIC APPLICATIONS OF THE CRISPR-CAS SYSTEMS AND COMPOSITIONS FOR TARGETING DISORDERS AND DISEASES USING VIRAL COMPONENTS","[""Glucokinase (hexokinase 4) regulator""]",1,
25212853,US-20210380938-A1,US,2021-12-09,50685978,HUMAN BLOOD-BRAIN BARRIER MODEL DERIVED FROM STEM CELLS,"[""Glucokinase (hexokinase 4) regulator""]",1,
25469361,US-20220034892-A1,US,2022-02-03,68839841,"Metabolomic Signatures for Predicting, Diagnosing, and Prognosing Various Diseases Including Cancer","[""Glucokinase regulator""]",2,
25468180,US-20220034893-A1,US,2022-02-03,68839841,"Metabolomic Signatures for Predicting, Diagnosing, and Prognosing Various Diseases Including Cancer","[""Glucokinase regulator""]",2,
25788818,US-20220154222-A1,US,2022-05-19,70228842,NOVEL NUCLEIC ACID MODIFIERS,"[""Glucokinase (hexokinase 4) regulator""]",1,
25826546,US-20220162584-A1,US,2022-05-26,58668960,CPF1 COMPLEXES WITH REDUCED INDEL ACTIVITY,"[""Glucokinase (hexokinase 4) regulator""]",1,
25822041,US-20220162649-A1,US,2022-05-26,70457127,NOVEL NUCLEIC ACID MODIFIERS,"[""Glucokinase (hexokinase 4) regulator""]",1,
25887542,US-20220177863-A1,US,2022-06-09,70289465,TYPE VII CRISPR PROTEINS AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
25951052,US-20220195503-A1,US,2022-06-23,65517825,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
26031708,US-20220213130-A1,US,2022-07-07,77199190,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
26138704,US-20220252615-A1,US,2022-08-11,70058386,METHOD OF USING FOLLISTATIN IN TYPE 2 DIABETES RISK PREDICTION,"[""glucokinase regulatory protein""]",1,
26523460,US-20230029506-A1,US,2023-02-02,52273585,"DELIVERY, USE AND THERAPEUTIC APPLICATIONS OF THE CRISPR-CAS SYSTEMS AND COMPOSITIONS FOR GENOME EDITING","[""Glucokinase (hexokinase 4) regulator""]",1,
26585956,US-20230049737-A1,US,2023-02-16,76687481,GENOME EDITING USING REVERSE TRANSCRIPTASE ENABLED AND FULLY ACTIVE CRISPR COMPLEXES,"[""Glucokinase (hexokinase 4) regulator""]",1,
26631234,US-20230056577-A1,US,2023-02-23,69191210,CRISPR-ASSOCIATED TRANSPOSASE SYSTEMS AND METHODS OF USE THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",1,
26700914,US-20230071840-A1,US,2023-03-09,80354684,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
26702005,US-20230074840-A1,US,2023-03-09,65517825,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
26766921,US-20230087228-A1,US,2023-03-23,77490531,NOVEL TYPE IV AND TYPE I CRISPR-CAS SYSTEMS AND METHODS OF USE THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",1,
26849681,US-20230107793-A1,US,2023-04-06,80354684,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
26840859,US-20230108784-A1,US,2023-04-06,61197035,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
27305488,US-20230132281-A1,US,2023-04-27,77292690,RNA SEQUENCING TO DIAGNOSE SEPSIS,"[""glucokinase regulatory protein""]",1,
26932309,US-20230151074-A1,US,2023-05-18,82019613,MODULATORS OF G-PROTEIN COUPLED RECEPTORS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
26964641,US-20230165846-A1,US,2023-06-01,77291666,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
26999476,US-20230174565-A1,US,2023-06-08,77199190,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
27051382,US-20230192633-A1,US,2023-06-22,80117080,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
27052290,US-20230193242-A1,US,2023-06-22,66995158,"CAS12B SYSTEMS, METHODS, AND COMPOSITIONS FOR TARGETED DNA BASE EDITING","[""Glucokinase (hexokinase 4) regulator""]",2,
27070152,US-20230220498-A1,US,2023-07-13,78722796,Compositions and Methods for Detecting Respiratory Viruses Including Coronaviruses,"[""Glucokinase regulator""]",3,
27154822,US-20230235365-A1,US,2023-07-27,87313522,ENGINEERED RETRONS AND METHODS OF USE,"[""Glucokinase (hexokinase 4) regulator""]",1,
27165863,US-20230265420-A1,US,2023-08-24,79268746,CRISPR-ASSOCIATED TRANSPOSASE SYSTEMS AND METHODS OF USE THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",1,
27263739,US-20230293622-A1,US,2023-09-21,56127659,SAUVIGNON BLANC GRAPE SEED PRODUCTS FOR NONALCOHOLIC FATTY LIVER DISEASE,"[""glucokinase regulatory protein""]",1,
27241157,US-20230295154-A1,US,2023-09-21,78331790,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
27349771,US-20230322771-A1,US,2023-10-12,80491636,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
27342537,US-20230323404-A1,US,2023-10-12,79552173,COMPOSITIONS AND METHODS FOR INCREASING HOMOLOGY-DIRECTED REPAIR,"[""Glucokinase (hexokinase 4) regulator""]",1,
27367290,US-20230331732-A1,US,2023-10-19,80632099,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
27417709,US-20230357347-A1,US,2023-11-09,67986596,MODULATORS OF G-PROTEIN COUPLED RECEPTORS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
27440818,US-20230374551-A1,US,2023-11-23,81125528,HELITRON MEDIATED GENETIC MODIFICATION,"[""Glucokinase (hexokinase 4) regulator""]",2,
27488544,US-20230391760-A1,US,2023-12-07,81208935,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
27498152,US-20230399662-A1,US,2023-12-14,49883289,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR SEQUENCE MANIPULATION AND THERAPEUTIC APPLICATIONS","[""Glucokinase (hexokinase 4) regulator""]",1,
27572851,US-20240018552-A1,US,2024-01-18,61197035,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
27605197,US-20240035048-A1,US,2024-02-01,49883289,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR SEQUENCE MANIPULATION AND THERAPEUTIC APPLICATIONS","[""Glucokinase (hexokinase 4) regulator""]",1,
27618712,US-20240047011-A1,US,2024-02-08,61281154,METHODS FOR IDENTIFYING NOVEL GENE EDITING ELEMENTS,"[""Glucokinase (hexokinase 4) regulator""]",1,
27698707,US-20240083886-A1,US,2024-03-14,81207669,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
27695517,US-20240084274-A1,US,2024-03-14,90142771,"GENE EDITING COMPONENTS, SYSTEMS, AND METHODS OF USE","[""Glucokinase (hexokinase 4) regulator""]",1,
27694899,US-20240084364-A1,US,2024-03-14,65517825,CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
27771844,US-20240124860-A1,US,2024-04-18,61197453,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
27801429,US-20240141382-A1,US,2024-05-02,90835481,"GENE EDITING COMPONENTS, SYSTEMS, AND METHODS OF USE","[""Glucokinase (hexokinase 4) regulator""]",1,
27854741,US-20240175058-A1,US,2024-05-30,87313522,ENGINEERED RETRONS AND METHODS OF USE,"[""Glucokinase (hexokinase 4) regulator""]",1,
27886424,US-20240192227-A1,US,2024-06-13,81388853,METHODS OF DIAGNOSING AND PREDICTING RENAL DECLINE,"[""glucokinase regulatory protein""]",1,
52259870,US-20250019389-A1,US,2025-01-16,91946637,HETEROCYCLIC AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
52547896,US-20250042916-A1,US,2025-02-06,92214317,"COMPOUNDS, COMPOSITIONS, AND METHODS","[""GKRP"", ""glucokinase regulatory protein""]",2,
52685103,US-20250043269-A1,US,2025-02-06,84367133,Precise Genome Editing Using Retrons,"[""Glucokinase (hexokinase 4) regulator""]",1,
52574339,US-20250051355-A1,US,2025-02-13,92295480,"COMPOUNDS, COMPOSITIONS, AND METHODS","[""GKRP"", ""glucokinase regulatory protein""]",2,
53422379,US-20250109148-A1,US,2025-04-03,87347906,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
